Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Warehouse,City,Customer_Type,Order_Quantity,Unit_Price,Total_Cost,Shipping_Cost,Delivery_Status,Payment_Method
101972,2025-10-08,2025-10-10,SSD,Storage,Global Supply,Delhi WH,Mumbai,Wholesale,4,5500,22000,760,Delivered,Net Banking
101973,2025-11-13,2025-11-15,Scanner,Office Supplies,Prime Distributors,Mumbai WH,Lucknow,Wholesale,10,12000,120000,2545,Delivered,Net Banking
101974,2025-02-16,2025-02-17,Scanner,Office Supplies,Prime Distributors,Delhi WH,Delhi,Retail,17,12000,204000,1630,Delayed,Net Banking
101975,2025-01-07,2025-01-08,Mouse,Accessories,Prime Distributors,Delhi WH,Pune,Retail,7,700,4900,1401,Delivered,Net Banking
101976,2025-02-16,2025-02-20,Office Chair,Furniture,XYZ Traders,Mumbai WH,Lucknow,Wholesale,9,8500,76500,1641,Delivered,Credit Card
101977,2025-05-30,2025-06-03,Laptop,Electronics,XYZ Traders,Hyderabad WH,Hyderabad,Retail,5,55000,275000,554,Delivered,Debit Card
101978,2025-11-22,2025-11-26,Desktop,Electronics,Tech World,Chennai WH,Bangalore,Wholesale,15,45000,675000,2295,Delivered,Debit Card
101979,2025-04-28,2025-04-29,Router,Networking,ABC Suppliers,Mumbai WH,Pune,Retail,20,3500,70000,2721,Delivered,Credit Card
101980,2025-02-25,2025-03-04,Keyboard,Accessories,ABC Suppliers,Mumbai WH,Kolkata,Retail,5,900,4500,556,Delivered,Net Banking
101981,2025-01-10,2025-01-14,SSD,Storage,XYZ Traders,Mumbai WH,Lucknow,Wholesale,14,5500,77000,2313,Delivered,UPI
101982,2025-02-13,2025-02-15,Office Chair,Furniture,Global Supply,Mumbai WH,Lucknow,Wholesale,2,8500,17000,2127,Delivered,UPI
101983,2025-05-15,2025-05-21,Switch,Networking,XYZ Traders,Hyderabad WH,Ahmedabad,Retail,18,6000,108000,278,Delayed,UPI
101984,2025-01-01,2025-01-05,Switch,Networking,Tech World,Bangalore WH,Delhi,Retail,9,6000,54000,1544,Delayed,UPI
101985,2025-11-27,2025-12-03,Monitor,Electronics,ABC Suppliers,Chennai WH,Hyderabad,Wholesale,13,12000,156000,1577,Cancelled,Debit Card
101986,2025-03-09,2025-03-11,Office Desk,Furniture,ABC Suppliers,Chennai WH,Delhi,Wholesale,14,15000,210000,593,In Transit,Credit Card
101987,2025-11-16,2025-11-19,Desktop,Electronics,Global Supply,Delhi WH,Hyderabad,Wholesale,10,45000,450000,582,Delayed,Credit Card
101988,2025-04-19,2025-04-25,Office Desk,Furniture,Prime Distributors,Mumbai WH,Chennai,Retail,20,15000,300000,850,In Transit,Credit Card
101989,2025-09-14,2025-09-16,Scanner,Office Supplies,Prime Distributors,Hyderabad WH,Ahmedabad,Retail,10,12000,120000,2038,Delayed,UPI
101990,2025-08-18,2025-08-25,Switch,Networking,Prime Distributors,Delhi WH,Hyderabad,Wholesale,14,6000,84000,446,Delivered,Credit Card
101991,2025-05-11,2025-05-15,Office Desk,Furniture,Prime Distributors,Bangalore WH,Jaipur,Retail,16,15000,240000,2932,Delivered,Net Banking
101992,2025-09-07,2025-09-10,Keyboard,Accessories,Prime Distributors,Delhi WH,Chennai,Retail,4,900,3600,2427,Delivered,UPI
101993,2025-04-13,2025-04-16,Office Chair,Furniture,Prime Distributors,Bangalore WH,Bangalore,Wholesale,10,8500,85000,1358,Delayed,Cash
101994,2025-05-10,2025-05-17,Switch,Networking,ABC Suppliers,Delhi WH,Ahmedabad,Wholesale,12,6000,72000,2996,Delivered,Credit Card
101995,2025-10-01,2025-10-02,Scanner,Office Supplies,Prime Distributors,Mumbai WH,Ahmedabad,Retail,15,12000,180000,1707,Delayed,Net Banking
101996,2025-12-22,2025-12-26,Desktop,Electronics,Prime Distributors,Chennai WH,Bangalore,Retail,15,45000,675000,1399,Delivered,Net Banking
101997,2025-06-24,2025-06-25,SSD,Storage,ABC Suppliers,Chennai WH,Jaipur,Wholesale,10,5500,55000,2596,Cancelled,UPI
101998,2025-12-16,2025-12-22,Projector,Electronics,ABC Suppliers,Chennai WH,Jaipur,Wholesale,2,40000,80000,2314,Delivered,Debit Card
101999,2025-02-17,2025-02-22,Keyboard,Accessories,Global Supply,Chennai WH,Chennai,Wholesale,1,900,900,742,Delivered,Debit Card
102000,2025-05-02,2025-05-09,SSD,Storage,Global Supply,Hyderabad WH,Ahmedabad,Wholesale,17,5500,93500,889,Delayed,UPI
102001,2025-08-02,2025-08-05,Laptop,Electronics,XYZ Traders,Bangalore WH,Pune,Retail,19,55000,1045000,2699,Delayed,Credit Card
102002,2025-01-15,2025-01-17,Router,Networking,Prime Distributors,Mumbai WH,Chennai,Wholesale,19,3500,66500,474,Delayed,Debit Card
102003,2025-06-03,2025-06-08,Router,Networking,Tech World,Hyderabad WH,Hyderabad,Retail,14,3500,49000,2506,In Transit,UPI
102004,2025-01-09,2025-01-10,Hard Disk,Storage,Global Supply,Chennai WH,Bangalore,Wholesale,9,4200,37800,1075,Cancelled,Debit Card
102005,2025-05-13,2025-05-20,Router,Networking,Prime Distributors,Hyderabad WH,Jaipur,Wholesale,14,3500,49000,1975,Delivered,UPI
102006,2025-02-01,2025-02-05,Switch,Networking,Global Supply,Mumbai WH,Pune,Wholesale,19,6000,114000,2240,Delivered,Cash
102007,2025-02-26,2025-03-05,Webcam,Accessories,Tech World,Chennai WH,Jaipur,Retail,4,2500,10000,1725,Delayed,Net Banking
102008,2025-03-26,2025-03-27,Monitor,Electronics,Tech World,Hyderabad WH,Ahmedabad,Retail,17,12000,204000,625,Cancelled,Cash
102009,2025-07-12,2025-07-13,Projector,Electronics,Prime Distributors,Delhi WH,Pune,Wholesale,6,40000,240000,2015,In Transit,Net Banking
102010,2025-12-13,2025-12-20,Webcam,Accessories,Global Supply,Chennai WH,Chennai,Retail,17,2500,42500,1427,Cancelled,UPI
102011,2025-02-22,2025-02-23,SSD,Storage,Tech World,Chennai WH,Jaipur,Wholesale,14,5500,77000,1717,In Transit,Debit Card
102012,2025-04-04,2025-04-05,Laptop,Electronics,Global Supply,Delhi WH,Ahmedabad,Retail,4,55000,220000,2073,Delivered,Net Banking
102013,2025-09-17,2025-09-23,Webcam,Accessories,XYZ Traders,Delhi WH,Ahmedabad,Retail,2,2500,5000,1639,Delayed,Cash
102014,2025-08-07,2025-08-08,Monitor,Electronics,XYZ Traders,Hyderabad WH,Jaipur,Wholesale,15,12000,180000,812,Delayed,Debit Card
102015,2025-10-21,2025-10-28,Laptop,Electronics,ABC Suppliers,Hyderabad WH,Lucknow,Retail,2,55000,110000,1156,Delivered,Credit Card
102016,2025-04-08,2025-04-14,Office Chair,Furniture,ABC Suppliers,Chennai WH,Mumbai,Retail,12,8500,102000,1418,Delivered,UPI
102017,2025-07-30,2025-07-31,Keyboard,Accessories,Tech World,Bangalore WH,Pune,Retail,6,900,5400,931,Delivered,Cash
102018,2025-09-19,2025-09-23,Keyboard,Accessories,Tech World,Delhi WH,Delhi,Wholesale,1,900,900,2963,In Transit,Cash
102019,2025-12-01,2025-12-07,Office Desk,Furniture,Global Supply,Delhi WH,Chennai,Wholesale,15,15000,225000,496,Delivered,UPI
102020,2025-07-13,2025-07-20,Desktop,Electronics,ABC Suppliers,Mumbai WH,Lucknow,Wholesale,1,45000,45000,1179,Delivered,UPI
102021,2025-08-31,2025-09-02,Printer,Office Supplies,Prime Distributors,Delhi WH,Jaipur,Retail,10,15000,150000,2268,Cancelled,UPI
102022,2025-04-07,2025-04-11,Printer,Office Supplies,Prime Distributors,Bangalore WH,Pune,Retail,20,15000,300000,1663,Delayed,Debit Card
102023,2025-10-13,2025-10-16,Laptop,Electronics,XYZ Traders,Chennai WH,Bangalore,Retail,10,55000,550000,2949,Delayed,Net Banking
102024,2025-07-24,2025-07-28,Router,Networking,ABC Suppliers,Bangalore WH,Hyderabad,Wholesale,16,3500,56000,2154,Delivered,Net Banking
102025,2025-12-15,2025-12-21,Hard Disk,Storage,Tech World,Bangalore WH,Pune,Wholesale,17,4200,71400,2609,Delivered,Credit Card
102026,2025-12-06,2025-12-07,Office Chair,Furniture,Tech World,Mumbai WH,Bangalore,Wholesale,17,8500,144500,1585,Delivered,Cash
102027,2025-11-15,2025-11-19,Office Desk,Furniture,Global Supply,Bangalore WH,Pune,Wholesale,15,15000,225000,931,In Transit,Cash
102028,2025-11-18,2025-11-25,Desktop,Electronics,Global Supply,Mumbai WH,Kolkata,Retail,16,45000,720000,2184,In Transit,Net Banking
102029,2025-04-17,2025-04-18,Monitor,Electronics,ABC Suppliers,Mumbai WH,Lucknow,Wholesale,7,12000,84000,1373,In Transit,UPI
102030,2025-09-12,2025-09-17,SSD,Storage,XYZ Traders,Delhi WH,Jaipur,Retail,9,5500,49500,1482,Delivered,Cash
102031,2025-05-17,2025-05-20,Router,Networking,XYZ Traders,Bangalore WH,Pune,Retail,5,3500,17500,537,In Transit,Net Banking
102032,2025-05-21,2025-05-28,Printer,Office Supplies,Prime Distributors,Bangalore WH,Pune,Retail,9,15000,135000,2252,Delivered,Debit Card
102033,2025-01-24,2025-01-31,Printer,Office Supplies,ABC Suppliers,Mumbai WH,Bangalore,Wholesale,9,15000,135000,2144,In Transit,Cash
102034,2025-08-12,2025-08-16,Monitor,Electronics,ABC Suppliers,Chennai WH,Kolkata,Retail,8,12000,96000,1000,Delivered,Credit Card
102035,2025-07-23,2025-07-28,Router,Networking,XYZ Traders,Delhi WH,Lucknow,Retail,17,3500,59500,538,Delivered,Debit Card
102036,2025-11-26,2025-11-30,Desktop,Electronics,Global Supply,Hyderabad WH,Mumbai,Retail,2,45000,90000,912,Delivered,Net Banking
102037,2025-08-19,2025-08-23,Printer,Office Supplies,XYZ Traders,Hyderabad WH,Kolkata,Retail,5,15000,75000,2390,Delivered,Net Banking
102038,2025-08-26,2025-09-01,SSD,Storage,Global Supply,Hyderabad WH,Mumbai,Wholesale,10,5500,55000,750,In Transit,Debit Card
102039,2025-10-31,2025-11-06,Office Desk,Furniture,ABC Suppliers,Delhi WH,Pune,Retail,13,15000,195000,1237,Cancelled,Debit Card
102040,2025-08-07,2025-08-10,Router,Networking,XYZ Traders,Bangalore WH,Pune,Wholesale,16,3500,56000,2776,Delivered,Net Banking
102041,2025-09-26,2025-09-28,Mouse,Accessories,Prime Distributors,Chennai WH,Jaipur,Retail,16,700,11200,1140,Delivered,Credit Card
102042,2025-06-19,2025-06-22,Keyboard,Accessories,Global Supply,Chennai WH,Ahmedabad,Retail,8,900,7200,2194,Cancelled,Net Banking
102043,2025-01-28,2025-01-29,Desktop,Electronics,Prime Distributors,Hyderabad WH,Bangalore,Retail,13,45000,585000,356,Delivered,Credit Card
102044,2025-11-28,2025-12-05,Mouse,Accessories,XYZ Traders,Mumbai WH,Chennai,Wholesale,9,700,6300,2637,Delivered,Credit Card
102045,2025-07-04,2025-07-06,Printer,Office Supplies,ABC Suppliers,Mumbai WH,Chennai,Retail,14,15000,210000,1443,Delivered,UPI
102046,2025-07-31,2025-08-02,Webcam,Accessories,XYZ Traders,Bangalore WH,Ahmedabad,Retail,2,2500,5000,1172,In Transit,UPI
102047,2025-03-22,2025-03-29,Desktop,Electronics,Prime Distributors,Bangalore WH,Ahmedabad,Wholesale,18,45000,810000,1186,Delivered,Credit Card
102048,2025-02-09,2025-02-16,Switch,Networking,Global Supply,Bangalore WH,Hyderabad,Wholesale,6,6000,36000,662,Delivered,Net Banking
102049,2025-03-31,2025-04-01,Webcam,Accessories,ABC Suppliers,Hyderabad WH,Pune,Wholesale,13,2500,32500,2973,Delivered,UPI
102050,2025-11-15,2025-11-22,Office Chair,Furniture,Global Supply,Delhi WH,Hyderabad,Retail,16,8500,136000,2275,Delivered,UPI
102051,2025-04-13,2025-04-16,SSD,Storage,Tech World,Chennai WH,Lucknow,Retail,4,5500,22000,1828,Cancelled,Credit Card
102052,2025-04-05,2025-04-07,Mouse,Accessories,Tech World,Bangalore WH,Delhi,Wholesale,8,700,5600,2605,Delivered,Net Banking
102053,2025-03-26,2025-03-28,SSD,Storage,ABC Suppliers,Mumbai WH,Chennai,Wholesale,9,5500,49500,243,In Transit,UPI
102054,2025-10-06,2025-10-11,Hard Disk,Storage,Global Supply,Hyderabad WH,Chennai,Retail,18,4200,75600,261,In Transit,Cash
102055,2025-11-16,2025-11-20,Laptop,Electronics,Prime Distributors,Bangalore WH,Jaipur,Wholesale,2,55000,110000,2131,In Transit,Net Banking
102056,2025-06-06,2025-06-10,Printer,Office Supplies,XYZ Traders,Delhi WH,Chennai,Wholesale,12,15000,180000,2710,Delayed,Cash
102057,2025-09-14,2025-09-19,Mouse,Accessories,Prime Distributors,Delhi WH,Lucknow,Wholesale,16,700,11200,2655,Delivered,Net Banking
102058,2025-10-25,2025-10-31,Scanner,Office Supplies,ABC Suppliers,Mumbai WH,Hyderabad,Retail,13,12000,156000,2183,In Transit,UPI
102059,2025-10-21,2025-10-25,Router,Networking,XYZ Traders,Bangalore WH,Chennai,Wholesale,14,3500,49000,1238,Delivered,Credit Card
102060,2025-12-24,2025-12-31,Mouse,Accessories,Prime Distributors,Mumbai WH,Ahmedabad,Wholesale,20,700,14000,1682,Delivered,Cash
102061,2025-12-25,2025-12-27,Desktop,Electronics,ABC Suppliers,Chennai WH,Mumbai,Wholesale,12,45000,540000,1394,Delivered,Cash
102062,2025-02-24,2025-03-03,SSD,Storage,XYZ Traders,Chennai WH,Delhi,Retail,6,5500,33000,1995,Delivered,Debit Card
102063,2025-05-22,2025-05-26,Switch,Networking,Global Supply,Mumbai WH,Ahmedabad,Wholesale,18,6000,108000,2297,In Transit,Cash
102064,2025-01-24,2025-01-31,Keyboard,Accessories,XYZ Traders,Mumbai WH,Delhi,Retail,9,900,8100,405,Delayed,Cash
102065,2025-07-30,2025-08-04,Switch,Networking,Global Supply,Mumbai WH,Jaipur,Retail,13,6000,78000,1746,Delivered,Net Banking
102066,2025-07-31,2025-08-01,Router,Networking,Prime Distributors,Delhi WH,Mumbai,Retail,16,3500,56000,2442,Delivered,Debit Card
102067,2025-03-30,2025-03-31,Hard Disk,Storage,Global Supply,Chennai WH,Delhi,Retail,19,4200,79800,611,Delivered,Cash
102068,2025-09-22,2025-09-25,SSD,Storage,Tech World,Chennai WH,Kolkata,Retail,6,5500,33000,524,Delivered,Cash
102069,2025-08-02,2025-08-05,Printer,Office Supplies,Tech World,Bangalore WH,Pune,Retail,20,15000,300000,2305,Delivered,Credit Card
102070,2025-12-05,2025-12-12,Hard Disk,Storage,Global Supply,Hyderabad WH,Bangalore,Retail,13,4200,54600,1203,Delivered,Credit Card
102071,2025-04-15,2025-04-20,Scanner,Office Supplies,Prime Distributors,Bangalore WH,Jaipur,Retail,11,12000,132000,2908,Delayed,Debit Card
102072,2025-05-10,2025-05-12,Desktop,Electronics,Tech World,Chennai WH,Delhi,Retail,13,45000,585000,1484,In Transit,Net Banking
102073,2025-05-05,2025-05-11,Office Chair,Furniture,ABC Suppliers,Mumbai WH,Ahmedabad,Retail,17,8500,144500,2204,Delivered,Net Banking
102074,2025-01-27,2025-01-30,SSD,Storage,ABC Suppliers,Hyderabad WH,Delhi,Wholesale,10,5500,55000,333,Delivered,Net Banking
102075,2025-02-14,2025-02-15,Keyboard,Accessories,XYZ Traders,Delhi WH,Chennai,Retail,11,900,9900,1535,Delivered,Debit Card
102076,2025-09-16,2025-09-21,Desktop,Electronics,Prime Distributors,Chennai WH,Delhi,Retail,1,45000,45000,1268,Delivered,Credit Card
102077,2025-08-11,2025-08-18,Projector,Electronics,ABC Suppliers,Hyderabad WH,Hyderabad,Retail,5,40000,200000,503,Delivered,Credit Card
102078,2025-11-29,2025-12-01,Mouse,Accessories,ABC Suppliers,Mumbai WH,Lucknow,Wholesale,18,700,12600,504,Delivered,Credit Card
102079,2025-01-02,2025-01-08,Scanner,Office Supplies,ABC Suppliers,Delhi WH,Kolkata,Retail,12,12000,144000,370,In Transit,UPI
102080,2025-02-25,2025-03-04,Office Chair,Furniture,Prime Distributors,Chennai WH,Ahmedabad,Retail,12,8500,102000,401,Delivered,Credit Card
102081,2025-03-11,2025-03-18,Webcam,Accessories,XYZ Traders,Chennai WH,Kolkata,Retail,4,2500,10000,1177,Delayed,Net Banking
102082,2025-03-20,2025-03-24,Keyboard,Accessories,Tech World,Delhi WH,Mumbai,Wholesale,7,900,6300,919,In Transit,Net Banking
102083,2025-12-26,2025-12-29,Office Desk,Furniture,Tech World,Chennai WH,Ahmedabad,Retail,7,15000,105000,2236,Delivered,Cash
102084,2025-12-08,2025-12-13,Monitor,Electronics,XYZ Traders,Hyderabad WH,Bangalore,Retail,15,12000,180000,1471,Delivered,UPI
102085,2025-02-09,2025-02-16,Switch,Networking,Prime Distributors,Hyderabad WH,Ahmedabad,Retail,13,6000,78000,2805,Delayed,Cash
102086,2025-10-16,2025-10-18,Office Chair,Furniture,Tech World,Mumbai WH,Delhi,Wholesale,11,8500,93500,981,Delivered,Credit Card
102087,2025-10-04,2025-10-06,Desktop,Electronics,Global Supply,Bangalore WH,Kolkata,Wholesale,11,45000,495000,1113,Cancelled,Credit Card
102088,2025-05-11,2025-05-13,Router,Networking,Global Supply,Mumbai WH,Jaipur,Retail,14,3500,49000,237,Delivered,UPI
102089,2025-06-14,2025-06-17,Office Desk,Furniture,ABC Suppliers,Mumbai WH,Chennai,Wholesale,3,15000,45000,1190,In Transit,Debit Card
102090,2025-06-21,2025-06-27,SSD,Storage,XYZ Traders,Bangalore WH,Kolkata,Retail,6,5500,33000,2073,Delivered,Cash
102091,2025-07-09,2025-07-11,Monitor,Electronics,Global Supply,Bangalore WH,Pune,Wholesale,17,12000,204000,2988,Delivered,UPI
102092,2025-10-30,2025-11-05,Mouse,Accessories,Tech World,Delhi WH,Chennai,Retail,5,700,3500,2286,Delivered,Cash
102093,2025-05-28,2025-06-04,Webcam,Accessories,Prime Distributors,Chennai WH,Delhi,Wholesale,7,2500,17500,299,Delivered,Net Banking
102094,2025-12-20,2025-12-26,SSD,Storage,Prime Distributors,Bangalore WH,Bangalore,Wholesale,12,5500,66000,1211,Delivered,UPI
102095,2025-10-24,2025-10-25,Printer,Office Supplies,Prime Distributors,Chennai WH,Ahmedabad,Retail,19,15000,285000,1522,In Transit,Cash
102096,2025-08-13,2025-08-18,Keyboard,Accessories,Tech World,Chennai WH,Kolkata,Wholesale,17,900,15300,1841,Delivered,Net Banking
102097,2025-10-13,2025-10-19,Webcam,Accessories,XYZ Traders,Chennai WH,Ahmedabad,Retail,11,2500,27500,2971,Delivered,Credit Card
102098,2025-08-31,2025-09-05,Printer,Office Supplies,Global Supply,Delhi WH,Lucknow,Wholesale,5,15000,75000,2025,Delivered,Debit Card
102099,2025-07-31,2025-08-06,Laptop,Electronics,Prime Distributors,Bangalore WH,Lucknow,Wholesale,1,55000,55000,1401,Delivered,Credit Card
102100,2025-08-16,2025-08-23,Hard Disk,Storage,ABC Suppliers,Mumbai WH,Kolkata,Retail,3,4200,12600,780,Delivered,Credit Card
102101,2025-12-11,2025-12-18,Office Chair,Furniture,ABC Suppliers,Mumbai WH,Kolkata,Retail,3,8500,25500,1378,Delivered,Net Banking
102102,2025-02-23,2025-02-28,Office Chair,Furniture,Tech World,Chennai WH,Kolkata,Retail,6,8500,51000,2564,Delivered,UPI
102103,2025-11-18,2025-11-23,Router,Networking,Global Supply,Bangalore WH,Jaipur,Wholesale,11,3500,38500,2876,Delivered,Credit Card
102104,2025-07-21,2025-07-28,SSD,Storage,ABC Suppliers,Hyderabad WH,Delhi,Retail,2,5500,11000,2030,In Transit,Credit Card
102105,2025-04-28,2025-05-02,Mouse,Accessories,Global Supply,Mumbai WH,Lucknow,Retail,6,700,4200,1607,Delivered,Cash
102106,2025-01-01,2025-01-06,Switch,Networking,Tech World,Bangalore WH,Bangalore,Retail,10,6000,60000,630,Delivered,Credit Card
102107,2025-12-24,2025-12-27,Webcam,Accessories,Global Supply,Mumbai WH,Ahmedabad,Retail,4,2500,10000,849,Delivered,Credit Card
102108,2025-09-04,2025-09-11,Switch,Networking,Global Supply,Delhi WH,Ahmedabad,Retail,14,6000,84000,605,Delivered,Net Banking
102109,2025-03-01,2025-03-02,Office Desk,Furniture,Prime Distributors,Mumbai WH,Delhi,Wholesale,11,15000,165000,1194,Delivered,UPI
102110,2025-03-03,2025-03-04,Printer,Office Supplies,Global Supply,Chennai WH,Chennai,Retail,19,15000,285000,2641,Delivered,Debit Card
102111,2025-08-06,2025-08-12,Mouse,Accessories,XYZ Traders,Mumbai WH,Mumbai,Retail,8,700,5600,767,In Transit,Net Banking
102112,2025-11-23,2025-11-28,Mouse,Accessories,XYZ Traders,Mumbai WH,Ahmedabad,Retail,13,700,9100,1690,Delivered,Net Banking
102113,2025-07-14,2025-07-17,Printer,Office Supplies,XYZ Traders,Chennai WH,Delhi,Retail,4,15000,60000,2919,In Transit,Credit Card
102114,2025-04-11,2025-04-15,Webcam,Accessories,Prime Distributors,Chennai WH,Ahmedabad,Wholesale,7,2500,17500,462,Delivered,Cash
102115,2025-11-11,2025-11-14,Router,Networking,Tech World,Mumbai WH,Jaipur,Retail,9,3500,31500,1401,Delivered,Net Banking
102116,2025-06-08,2025-06-10,Monitor,Electronics,Tech World,Hyderabad WH,Jaipur,Wholesale,6,12000,72000,2406,In Transit,UPI
102117,2025-03-12,2025-03-14,Office Chair,Furniture,Tech World,Delhi WH,Bangalore,Wholesale,1,8500,8500,698,Delivered,UPI
102118,2025-03-03,2025-03-06,Scanner,Office Supplies,Global Supply,Hyderabad WH,Hyderabad,Retail,15,12000,180000,999,Delivered,Cash
102119,2025-05-18,2025-05-19,Desktop,Electronics,Global Supply,Chennai WH,Bangalore,Wholesale,1,45000,45000,754,Delivered,Cash
102120,2025-03-11,2025-03-13,SSD,Storage,Tech World,Delhi WH,Delhi,Retail,8,5500,44000,1739,Delivered,Cash
102121,2025-08-02,2025-08-06,Scanner,Office Supplies,Global Supply,Hyderabad WH,Chennai,Wholesale,6,12000,72000,2564,Delivered,Debit Card
102122,2025-10-27,2025-11-03,Office Desk,Furniture,Global Supply,Bangalore WH,Mumbai,Retail,1,15000,15000,621,In Transit,Net Banking
102123,2025-04-13,2025-04-15,Monitor,Electronics,XYZ Traders,Mumbai WH,Lucknow,Wholesale,15,12000,180000,686,In Transit,Net Banking
102124,2025-04-30,2025-05-02,Scanner,Office Supplies,ABC Suppliers,Delhi WH,Delhi,Wholesale,18,12000,216000,427,Delayed,Net Banking
102125,2025-01-09,2025-01-13,Office Desk,Furniture,Prime Distributors,Chennai WH,Pune,Wholesale,18,15000,270000,358,Delivered,Net Banking
102126,2025-02-28,2025-03-02,Monitor,Electronics,XYZ Traders,Delhi WH,Kolkata,Wholesale,14,12000,168000,657,Delivered,Credit Card
102127,2025-12-25,2025-12-26,Keyboard,Accessories,Prime Distributors,Bangalore WH,Chennai,Wholesale,18,900,16200,2908,Delivered,Net Banking
102128,2025-04-14,2025-04-17,Office Chair,Furniture,Tech World,Bangalore WH,Jaipur,Wholesale,15,8500,127500,577,Delivered,Net Banking
102129,2025-05-02,2025-05-06,Office Chair,Furniture,Global Supply,Bangalore WH,Mumbai,Wholesale,19,8500,161500,2919,Cancelled,Credit Card
102130,2025-05-07,2025-05-12,Mouse,Accessories,Prime Distributors,Hyderabad WH,Mumbai,Wholesale,9,700,6300,210,Delayed,Cash
102131,2025-08-02,2025-08-09,Switch,Networking,XYZ Traders,Chennai WH,Chennai,Wholesale,4,6000,24000,782,Delivered,Cash
102132,2025-11-17,2025-11-24,Office Desk,Furniture,ABC Suppliers,Hyderabad WH,Delhi,Retail,19,15000,285000,2603,In Transit,Credit Card
102133,2025-07-02,2025-07-06,Router,Networking,Tech World,Delhi WH,Chennai,Retail,4,3500,14000,526,Delivered,Credit Card
102134,2025-10-16,2025-10-18,Office Desk,Furniture,Tech World,Chennai WH,Ahmedabad,Retail,14,15000,210000,793,Delivered,Cash
102135,2025-12-30,2026-01-03,Projector,Electronics,ABC Suppliers,Hyderabad WH,Ahmedabad,Retail,18,40000,720000,2296,Delivered,Net Banking
102136,2025-12-16,2025-12-20,Scanner,Office Supplies,Global Supply,Hyderabad WH,Jaipur,Wholesale,19,12000,228000,589,Delivered,Debit Card
102137,2025-04-20,2025-04-27,Desktop,Electronics,XYZ Traders,Hyderabad WH,Delhi,Wholesale,11,45000,495000,606,Delivered,Credit Card
102138,2025-10-30,2025-11-05,Projector,Electronics,Prime Distributors,Delhi WH,Bangalore,Retail,18,40000,720000,744,Delivered,Credit Card
102139,2025-12-15,2025-12-22,Scanner,Office Supplies,Global Supply,Delhi WH,Bangalore,Wholesale,1,12000,12000,1193,Delivered,UPI
102140,2025-07-11,2025-07-17,SSD,Storage,Global Supply,Mumbai WH,Mumbai,Wholesale,20,5500,110000,288,Delivered,UPI
102141,2025-01-03,2025-01-07,Webcam,Accessories,ABC Suppliers,Chennai WH,Pune,Retail,12,2500,30000,2518,Delivered,Credit Card
102142,2025-04-03,2025-04-09,Office Desk,Furniture,Prime Distributors,Mumbai WH,Mumbai,Wholesale,9,15000,135000,698,Delivered,Net Banking
102143,2025-07-12,2025-07-15,Keyboard,Accessories,Global Supply,Chennai WH,Jaipur,Retail,1,900,900,2157,Cancelled,Cash
102144,2025-03-15,2025-03-19,Scanner,Office Supplies,Global Supply,Delhi WH,Kolkata,Wholesale,16,12000,192000,1757,Delivered,Cash
102145,2025-07-22,2025-07-26,Hard Disk,Storage,ABC Suppliers,Hyderabad WH,Ahmedabad,Retail,8,4200,33600,1699,Delivered,UPI
102146,2025-06-15,2025-06-20,Webcam,Accessories,Global Supply,Hyderabad WH,Mumbai,Retail,6,2500,15000,766,Cancelled,Net Banking
102147,2025-01-27,2025-01-30,Laptop,Electronics,XYZ Traders,Bangalore WH,Chennai,Wholesale,14,55000,770000,2445,In Transit,Cash
102148,2025-09-30,2025-10-02,Printer,Office Supplies,Prime Distributors,Bangalore WH,Hyderabad,Retail,19,15000,285000,2377,Delivered,Cash
102149,2025-10-01,2025-10-04,Router,Networking,Global Supply,Bangalore WH,Lucknow,Retail,19,3500,66500,1414,Delivered,UPI
102150,2025-10-18,2025-10-19,Scanner,Office Supplies,XYZ Traders,Delhi WH,Bangalore,Wholesale,3,12000,36000,859,Delivered,Credit Card
102151,2025-02-01,2025-02-05,Desktop,Electronics,Prime Distributors,Bangalore WH,Pune,Wholesale,3,45000,135000,554,Delivered,Net Banking
102152,2025-06-26,2025-07-01,Switch,Networking,ABC Suppliers,Delhi WH,Lucknow,Retail,1,6000,6000,2369,In Transit,Cash
102153,2025-09-07,2025-09-14,Mouse,Accessories,Tech World,Chennai WH,Chennai,Wholesale,20,700,14000,1230,Delivered,Credit Card
102154,2025-08-17,2025-08-24,Desktop,Electronics,Tech World,Mumbai WH,Bangalore,Wholesale,2,45000,90000,409,Cancelled,Cash
102155,2025-09-20,2025-09-21,Laptop,Electronics,ABC Suppliers,Mumbai WH,Kolkata,Wholesale,17,55000,935000,505,Delivered,UPI
102156,2025-04-23,2025-04-27,Projector,Electronics,XYZ Traders,Hyderabad WH,Chennai,Retail,17,40000,680000,813,Delivered,UPI
102157,2025-08-24,2025-08-27,Monitor,Electronics,Global Supply,Mumbai WH,Kolkata,Retail,18,12000,216000,2031,Delivered,UPI
102158,2025-02-26,2025-03-01,Hard Disk,Storage,Global Supply,Chennai WH,Ahmedabad,Wholesale,10,4200,42000,2406,In Transit,Net Banking
102159,2025-08-12,2025-08-19,Laptop,Electronics,Tech World,Delhi WH,Ahmedabad,Retail,12,55000,660000,1883,In Transit,UPI
102160,2025-02-04,2025-02-11,Office Desk,Furniture,XYZ Traders,Mumbai WH,Bangalore,Wholesale,2,15000,30000,2147,Delayed,Cash
