order_id,customer_id,warehouse_id,order_date,payment_method,order_status
ORD02714,CUST0429,WH002,2025-06-22,UPI,Delivered
ORD02715,CUST0713,WH005,2025-01-19,Credit Card,Delivered
ORD02716,CUST0964,WH001,2025-07-28,Debit Card,Delivered
ORD02717,CUST0244,WH008,2025-06-22,Cash,Delivered
ORD02718,CUST0532,WH002,2025-01-24,UPI,Delivered
ORD02719,CUST0800,WH001,2025-08-07,UPI,Cancelled
ORD02720,CUST0533,WH004,2025-01-29,Debit Card,Delivered
ORD02721,CUST0091,WH001,2025-11-08,Cash,Delivered
ORD02722,CUST0075,WH006,2025-08-22,Credit Card,Delivered
ORD02723,CUST0787,WH004,2025-03-31,Debit Card,Cancelled
ORD02724,CUST0054,WH007,2025-07-02,Net Banking,Delivered
ORD02725,CUST0586,WH002,2025-08-12,Cash,Delivered
ORD02726,CUST0435,WH009,2025-09-06,Credit Card,Delivered
ORD02727,CUST0852,WH005,2025-09-26,Debit Card,Delivered
ORD02728,CUST0119,WH004,2025-01-21,Debit Card,Cancelled
ORD02729,CUST0813,WH009,2025-01-03,Cash,Shipped
ORD02730,CUST0306,WH004,2025-06-25,Cash,Shipped
ORD02731,CUST0755,WH009,2025-10-09,Credit Card,Delivered
ORD02732,CUST0240,WH006,2025-04-19,Net Banking,Delivered
ORD02733,CUST0105,WH006,2025-01-28,Cash,Delivered
ORD02734,CUST0621,WH001,2025-01-10,Net Banking,Delivered
ORD02735,CUST0595,WH002,2025-10-17,Debit Card,Delivered
ORD02736,CUST0958,WH001,2025-04-04,Cash,Returned
ORD02737,CUST0827,WH003,2025-10-26,Cash,Shipped
ORD02738,CUST0587,WH010,2025-12-28,Cash,Shipped
ORD02739,CUST0828,WH007,2025-10-21,Debit Card,Shipped
ORD02740,CUST0620,WH010,2025-11-25,Cash,Delivered
ORD02741,CUST0303,WH003,2025-09-25,Net Banking,Shipped
ORD02742,CUST0394,WH010,2025-10-24,Credit Card,Delivered
ORD02743,CUST0106,WH005,2025-10-17,UPI,Shipped
ORD02744,CUST0584,WH010,2025-06-08,Credit Card,Returned
ORD02745,CUST0111,WH003,2025-04-08,Credit Card,Delivered
ORD02746,CUST0795,WH007,2025-03-14,Cash,Delivered
ORD02747,CUST0418,WH010,2025-01-29,UPI,Returned
ORD02748,CUST0159,WH007,2025-08-31,UPI,Delivered
ORD02749,CUST0996,WH001,2025-08-02,Cash,Delivered
ORD02750,CUST0317,WH009,2025-04-21,Credit Card,Delivered
ORD02751,CUST0334,WH010,2025-04-23,Debit Card,Delivered
ORD02752,CUST0142,WH009,2025-09-24,UPI,Shipped
ORD02753,CUST0848,WH001,2025-05-26,Debit Card,Returned
ORD02754,CUST0121,WH003,2025-12-06,Net Banking,Delivered
ORD02755,CUST0031,WH009,2025-06-24,Credit Card,Delivered
ORD02756,CUST0558,WH003,2025-07-03,Cash,Delivered
ORD02757,CUST0803,WH009,2025-02-17,Cash,Delivered
ORD02758,CUST0417,WH002,2025-06-26,Credit Card,Delivered
ORD02759,CUST0829,WH007,2025-09-04,UPI,Delivered
ORD02760,CUST0904,WH003,2025-12-18,Credit Card,Shipped
ORD02761,CUST0586,WH006,2025-06-10,UPI,Delivered
ORD02762,CUST0796,WH005,2025-04-09,Cash,Delivered
ORD02763,CUST0602,WH005,2025-05-04,Net Banking,Delivered
ORD02764,CUST0876,WH001,2025-01-21,Credit Card,Delivered
ORD02765,CUST0002,WH001,2025-04-25,Net Banking,Delivered
ORD02766,CUST0930,WH007,2025-07-20,UPI,Returned
ORD02767,CUST0854,WH007,2025-03-01,Net Banking,Delivered
ORD02768,CUST0685,WH004,2025-02-11,Net Banking,Delivered
ORD02769,CUST0050,WH002,2025-01-14,Cash,Delivered
ORD02770,CUST0664,WH005,2025-11-10,UPI,Delivered
ORD02771,CUST0075,WH006,2025-11-07,UPI,Delivered
ORD02772,CUST0884,WH009,2025-04-01,Credit Card,Cancelled
ORD02773,CUST0658,WH007,2025-08-15,Credit Card,Delivered
ORD02774,CUST0226,WH005,2025-07-08,Debit Card,Delivered
ORD02775,CUST0452,WH008,2025-09-11,Net Banking,Delivered
ORD02776,CUST0060,WH008,2025-03-25,Credit Card,Delivered
ORD02777,CUST0688,WH003,2025-07-30,Net Banking,Delivered
ORD02778,CUST0569,WH002,2025-01-10,Cash,Delivered
ORD02779,CUST0945,WH007,2025-08-31,UPI,Returned
ORD02780,CUST0717,WH010,2025-10-17,UPI,Shipped
ORD02781,CUST0024,WH007,2025-05-15,Net Banking,Delivered
ORD02782,CUST0069,WH004,2025-05-15,Credit Card,Delivered
ORD02783,CUST0092,WH003,2025-04-29,Debit Card,Delivered
ORD02784,CUST0208,WH006,2025-03-29,Cash,Delivered
ORD02785,CUST0950,WH002,2025-10-06,Cash,Delivered
ORD02786,CUST0695,WH002,2025-03-26,UPI,Delivered
ORD02787,CUST0389,WH002,2025-01-01,Credit Card,Shipped
ORD02788,CUST0845,WH009,2025-05-02,Debit Card,Delivered
ORD02789,CUST0560,WH010,2025-09-11,Debit Card,Delivered
ORD02790,CUST0224,WH008,2025-04-08,UPI,Cancelled
ORD02791,CUST0304,WH005,2025-10-07,Debit Card,Delivered
ORD02792,CUST0886,WH010,2025-03-28,Debit Card,Delivered
ORD02793,CUST0302,WH009,2025-07-22,UPI,Returned
ORD02794,CUST0442,WH005,2025-02-18,Debit Card,Returned
ORD02795,CUST0463,WH004,2025-05-02,Debit Card,Shipped
ORD02796,CUST0482,WH009,2025-07-23,UPI,Cancelled
ORD02797,CUST0759,WH008,2025-08-26,Net Banking,Delivered
ORD02798,CUST0077,WH001,2025-04-06,Credit Card,Delivered
ORD02799,CUST0916,WH010,2025-09-09,Net Banking,Shipped
ORD02800,CUST0644,WH004,2025-02-22,Debit Card,Delivered
ORD02801,CUST0176,WH010,2025-08-03,Net Banking,Delivered
ORD02802,CUST0804,WH010,2025-09-09,Cash,Delivered
ORD02803,CUST0888,WH004,2025-08-07,Net Banking,Delivered
ORD02804,CUST0869,WH009,2025-02-28,Credit Card,Delivered
ORD02805,CUST0419,WH001,2025-06-13,Debit Card,Delivered
ORD02806,CUST0983,WH001,2025-08-19,Cash,Shipped
ORD02807,CUST0558,WH007,2025-10-29,Cash,Delivered
ORD02808,CUST0465,WH008,2025-03-02,UPI,Delivered
ORD02809,CUST0242,WH007,2025-09-12,Net Banking,Shipped
ORD02810,CUST0881,WH001,2025-03-17,Debit Card,Shipped
ORD02811,CUST0554,WH003,2025-07-12,UPI,Delivered
ORD02812,CUST0185,WH004,2025-03-29,Debit Card,Delivered
ORD02813,CUST0089,WH007,2025-03-23,Debit Card,Delivered
ORD02814,CUST0553,WH008,2025-06-21,UPI,Delivered
ORD02815,CUST0584,WH003,2025-07-27,UPI,Delivered
ORD02816,CUST0075,WH010,2025-03-31,Credit Card,Delivered
ORD02817,CUST0993,WH008,2025-07-23,Net Banking,Returned
ORD02818,CUST0605,WH009,2025-10-13,Debit Card,Delivered
ORD02819,CUST0624,WH009,2025-11-16,Debit Card,Shipped
ORD02820,CUST0976,WH003,2025-01-09,Credit Card,Cancelled
ORD02821,CUST0872,WH006,2025-01-20,UPI,Returned
ORD02822,CUST0748,WH004,2025-12-21,Net Banking,Delivered
ORD02823,CUST0734,WH005,2025-11-03,Net Banking,Returned
ORD02824,CUST0134,WH005,2025-11-28,Net Banking,Delivered
ORD02825,CUST0525,WH009,2025-11-09,UPI,Delivered
ORD02826,CUST0356,WH008,2025-05-26,Net Banking,Delivered
ORD02827,CUST0712,WH008,2025-01-19,UPI,Delivered
ORD02828,CUST0241,WH009,2025-04-02,Cash,Delivered
ORD02829,CUST0201,WH009,2025-09-02,Credit Card,Delivered
ORD02830,CUST0463,WH005,2025-11-12,Cash,Shipped
ORD02831,CUST0066,WH008,2025-11-11,Cash,Delivered
ORD02832,CUST0394,WH009,2025-09-10,Credit Card,Shipped
ORD02833,CUST0938,WH007,2025-10-22,Net Banking,Delivered
ORD02834,CUST0858,WH003,2025-03-20,Debit Card,Delivered
ORD02835,CUST0506,WH001,2025-04-11,Net Banking,Delivered
ORD02836,CUST0001,WH007,2025-09-26,Credit Card,Delivered
ORD02837,CUST0378,WH001,2025-05-02,Debit Card,Cancelled
ORD02838,CUST0917,WH006,2025-12-06,Cash,Delivered
ORD02839,CUST0340,WH008,2025-11-14,Net Banking,Delivered
ORD02840,CUST0128,WH003,2025-12-11,Debit Card,Cancelled
ORD02841,CUST0798,WH006,2025-04-01,Debit Card,Delivered
ORD02842,CUST0957,WH009,2025-04-04,Cash,Delivered
ORD02843,CUST0201,WH003,2025-07-21,Debit Card,Shipped
ORD02844,CUST0302,WH003,2025-11-10,Credit Card,Delivered
ORD02845,CUST0700,WH009,2025-03-10,Net Banking,Shipped
ORD02846,CUST0851,WH004,2025-07-20,Credit Card,Delivered
ORD02847,CUST0957,WH002,2025-10-21,Debit Card,Delivered
ORD02848,CUST0082,WH006,2025-05-14,Credit Card,Delivered
ORD02849,CUST0740,WH008,2025-06-22,Credit Card,Cancelled
ORD02850,CUST0399,WH003,2025-06-25,Net Banking,Delivered
ORD02851,CUST0227,WH004,2025-10-29,Debit Card,Delivered
ORD02852,CUST0379,WH002,2025-12-18,Credit Card,Shipped
ORD02853,CUST0109,WH009,2025-09-16,Cash,Delivered
ORD02854,CUST0975,WH008,2025-01-14,Net Banking,Delivered
ORD02855,CUST0973,WH009,2025-07-17,Debit Card,Delivered
ORD02856,CUST0775,WH008,2025-06-14,Debit Card,Shipped
ORD02857,CUST0008,WH004,2025-04-25,Debit Card,Delivered
ORD02858,CUST0899,WH009,2025-03-03,Net Banking,Delivered
ORD02859,CUST0936,WH008,2025-02-27,Net Banking,Delivered
ORD02860,CUST0204,WH009,2025-01-25,Debit Card,Delivered
ORD02861,CUST0813,WH001,2025-05-18,UPI,Shipped
ORD02862,CUST0404,WH005,2025-04-18,UPI,Delivered
ORD02863,CUST0111,WH006,2025-08-21,Debit Card,Delivered
ORD02864,CUST0747,WH003,2025-04-21,Debit Card,Delivered
ORD02865,CUST0838,WH007,2025-04-20,Cash,Delivered
ORD02866,CUST0100,WH004,2025-09-26,Cash,Delivered
ORD02867,CUST0047,WH001,2025-06-12,Net Banking,Delivered
ORD02868,CUST0714,WH002,2025-03-18,Debit Card,Returned
ORD02869,CUST0037,WH006,2025-02-14,Credit Card,Delivered
ORD02870,CUST0542,WH002,2025-11-12,Net Banking,Delivered
ORD02871,CUST0062,WH010,2025-10-15,Credit Card,Shipped
ORD02872,CUST0279,WH006,2025-01-04,Credit Card,Delivered
ORD02873,CUST0540,WH009,2025-09-21,Debit Card,Delivered
ORD02874,CUST0958,WH006,2025-03-12,Net Banking,Shipped
ORD02875,CUST0427,WH001,2025-08-08,Debit Card,Shipped
ORD02876,CUST0519,WH007,2025-10-26,Cash,Delivered
ORD02877,CUST0306,WH003,2025-05-24,Credit Card,Delivered
ORD02878,CUST0523,WH006,2025-06-22,Debit Card,Delivered
ORD02879,CUST0751,WH010,2025-06-23,Cash,Returned
ORD02880,CUST0807,WH010,2025-06-12,Debit Card,Delivered
ORD02881,CUST0312,WH010,2025-03-07,UPI,Returned
ORD02882,CUST0439,WH006,2025-12-21,UPI,Delivered
ORD02883,CUST0904,WH001,2025-01-04,UPI,Delivered
ORD02884,CUST0382,WH004,2025-06-07,Net Banking,Delivered
ORD02885,CUST0075,WH004,2025-04-29,Credit Card,Delivered
ORD02886,CUST0819,WH006,2025-03-01,Debit Card,Delivered
ORD02887,CUST0332,WH006,2025-01-03,Cash,Delivered
ORD02888,CUST0649,WH007,2025-04-15,Net Banking,Delivered
ORD02889,CUST0103,WH005,2025-12-16,Debit Card,Delivered
ORD02890,CUST0538,WH010,2025-09-24,Cash,Delivered
ORD02891,CUST0734,WH008,2025-11-14,Credit Card,Delivered
ORD02892,CUST0960,WH004,2025-12-20,Cash,Delivered
ORD02893,CUST0808,WH008,2025-11-23,Debit Card,Delivered
ORD02894,CUST0765,WH001,2025-03-18,Credit Card,Delivered
ORD02895,CUST0757,WH003,2025-09-21,Debit Card,Delivered
ORD02896,CUST0539,WH004,2025-02-05,Credit Card,Delivered
ORD02897,CUST0755,WH003,2025-02-24,Credit Card,Shipped
ORD02898,CUST0205,WH010,2025-03-06,Credit Card,Cancelled
ORD02899,CUST0008,WH005,2025-11-27,Net Banking,Delivered
ORD02900,CUST0757,WH001,2025-07-13,UPI,Delivered
ORD02901,CUST0269,WH008,2025-08-01,Credit Card,Delivered
ORD02902,CUST0475,WH006,2025-10-11,UPI,Delivered
ORD02903,CUST0414,WH009,2025-08-30,UPI,Delivered
ORD02904,CUST0806,WH003,2025-04-01,Debit Card,Delivered
ORD02905,CUST0267,WH006,2025-06-14,Net Banking,Delivered
ORD02906,CUST0139,WH007,2025-09-05,Credit Card,Shipped
ORD02907,CUST0334,WH003,2025-01-17,Net Banking,Delivered
ORD02908,CUST0760,WH008,2025-12-09,Cash,Cancelled
ORD02909,CUST0247,WH002,2025-10-11,Cash,Delivered
ORD02910,CUST0736,WH008,2025-04-04,UPI,Delivered
ORD02911,CUST0065,WH008,2025-03-31,Credit Card,Delivered
ORD02912,CUST0949,WH010,2025-04-22,Net Banking,Returned
ORD02913,CUST0334,WH003,2025-01-15,Credit Card,Delivered
ORD02914,CUST0932,WH010,2025-10-18,Credit Card,Delivered
ORD02915,CUST0979,WH002,2025-03-29,Cash,Shipped
ORD02916,CUST0875,WH010,2025-12-03,UPI,Delivered
ORD02917,CUST0567,WH009,2025-05-01,Credit Card,Delivered
ORD02918,CUST0333,WH006,2025-03-27,Credit Card,Shipped
ORD02919,CUST0209,WH006,2025-10-04,Net Banking,Cancelled
ORD02920,CUST0428,WH002,2025-05-17,Cash,Delivered
ORD02921,CUST0755,WH008,2025-08-26,Credit Card,Delivered
ORD02922,CUST0297,WH004,2025-07-21,UPI,Delivered
ORD02923,CUST0887,WH005,2025-05-14,Net Banking,Shipped
ORD02924,CUST0626,WH002,2025-09-13,Credit Card,Cancelled
ORD02925,CUST0845,WH010,2025-11-06,Cash,Delivered
ORD02926,CUST0179,WH008,2025-10-20,UPI,Delivered
ORD02927,CUST0253,WH010,2025-06-19,Cash,Shipped
ORD02928,CUST0737,WH002,2025-09-12,Credit Card,Delivered
ORD02929,CUST0142,WH010,2025-06-17,Net Banking,Cancelled
ORD02930,CUST0249,WH003,2025-09-23,Credit Card,Delivered
ORD02931,CUST0771,WH002,2025-12-12,Credit Card,Shipped
ORD02932,CUST0747,WH001,2025-07-23,Net Banking,Delivered
ORD02933,CUST0905,WH001,2025-01-20,Debit Card,Shipped
ORD02934,CUST0622,WH008,2025-09-08,Net Banking,Delivered
ORD02935,CUST0449,WH006,2025-10-19,Credit Card,Delivered
ORD02936,CUST0900,WH006,2025-12-27,Net Banking,Delivered
ORD02937,CUST0653,WH009,2025-05-02,Cash,Cancelled
ORD02938,CUST0207,WH001,2025-01-21,Debit Card,Returned
ORD02939,CUST0945,WH007,2025-05-01,UPI,Shipped
ORD02940,CUST0329,WH002,2025-10-21,Cash,Delivered
ORD02941,CUST0977,WH004,2025-03-25,Net Banking,Cancelled
ORD02942,CUST0024,WH003,2025-02-17,Net Banking,Delivered
ORD02943,CUST0768,WH006,2025-10-28,UPI,Delivered
ORD02944,CUST0490,WH005,2025-04-12,Net Banking,Delivered
ORD02945,CUST0844,WH004,2025-11-10,UPI,Delivered
ORD02946,CUST0085,WH004,2025-08-29,Net Banking,Delivered
ORD02947,CUST0991,WH002,2025-11-08,Credit Card,Delivered
ORD02948,CUST0155,WH003,2025-11-21,UPI,Delivered
ORD02949,CUST0888,WH008,2025-03-02,Cash,Delivered
ORD02950,CUST0143,WH001,2025-12-05,UPI,Delivered
ORD02951,CUST0092,WH002,2025-12-11,UPI,Delivered
ORD02952,CUST0133,WH003,2025-02-23,UPI,Delivered
ORD02953,CUST0458,WH003,2025-01-17,Debit Card,Delivered
ORD02954,CUST0779,WH008,2025-09-28,Credit Card,Delivered
ORD02955,CUST0765,WH004,2025-11-15,UPI,Delivered
ORD02956,CUST0442,WH007,2025-04-09,Debit Card,Delivered
ORD02957,CUST0677,WH003,2025-01-07,Cash,Delivered
ORD02958,CUST0831,WH005,2025-12-07,Net Banking,Delivered
ORD02959,CUST0181,WH002,2025-05-25,UPI,Delivered
ORD02960,CUST0700,WH007,2025-10-13,Net Banking,Delivered
ORD02961,CUST0881,WH001,2025-06-22,Net Banking,Delivered
ORD02962,CUST0154,WH010,2025-03-10,Debit Card,Delivered
ORD02963,CUST0861,WH010,2025-01-09,Credit Card,Delivered
ORD02964,CUST0991,WH006,2025-07-07,Cash,Shipped
ORD02965,CUST0830,WH001,2025-02-03,Credit Card,Delivered
ORD02966,CUST0611,WH006,2025-10-19,Credit Card,Shipped
ORD02967,CUST0509,WH001,2025-10-26,UPI,Delivered
ORD02968,CUST0122,WH003,2025-08-21,Debit Card,Delivered
ORD02969,CUST0563,WH006,2025-07-03,Net Banking,Delivered
ORD02970,CUST0781,WH003,2025-06-07,Credit Card,Shipped
ORD02971,CUST0965,WH002,2025-05-13,Credit Card,Delivered
ORD02972,CUST0953,WH001,2025-09-04,Cash,Delivered
ORD02973,CUST0166,WH008,2025-11-11,Credit Card,Delivered
ORD02974,CUST0062,WH003,2025-05-23,Net Banking,Delivered
ORD02975,CUST0737,WH002,2025-08-15,Cash,Delivered
ORD02976,CUST0023,WH007,2025-10-30,Credit Card,Delivered
ORD02977,CUST0544,WH002,2025-05-25,Debit Card,Delivered
ORD02978,CUST0848,WH001,2025-03-23,Credit Card,Delivered
ORD02979,CUST0034,WH004,2025-05-27,UPI,Delivered
ORD02980,CUST0372,WH007,2025-11-12,Cash,Delivered
ORD02981,CUST0463,WH006,2025-11-24,Cash,Cancelled
ORD02982,CUST0638,WH002,2025-06-07,Debit Card,Delivered
ORD02983,CUST0798,WH006,2025-12-13,Debit Card,Delivered
ORD02984,CUST0969,WH004,2025-03-30,Debit Card,Delivered
ORD02985,CUST0141,WH005,2025-02-24,Cash,Delivered
ORD02986,CUST0046,WH009,2025-02-26,UPI,Shipped
ORD02987,CUST0126,WH001,2025-09-21,Credit Card,Delivered
ORD02988,CUST0568,WH004,2025-07-31,UPI,Delivered
ORD02989,CUST0782,WH002,2025-05-22,Cash,Delivered
ORD02990,CUST0044,WH009,2025-09-22,UPI,Delivered
ORD02991,CUST0376,WH008,2025-12-10,UPI,Delivered
ORD02992,CUST0890,WH002,2025-01-16,Debit Card,Delivered
ORD02993,CUST0087,WH004,2025-08-26,Net Banking,Delivered
ORD02994,CUST0105,WH004,2025-08-20,UPI,Delivered
ORD02995,CUST0341,WH002,2025-04-28,UPI,Shipped
ORD02996,CUST0370,WH009,2025-05-28,Debit Card,Delivered
ORD02997,CUST0821,WH007,2025-04-13,Credit Card,Delivered
ORD02998,CUST0026,WH001,2025-04-11,Net Banking,Delivered
ORD02999,CUST0545,WH009,2025-06-28,Debit Card,Delivered
ORD03000,CUST0440,WH010,2025-12-27,Debit Card,Delivered
ORD03001,CUST0124,WH009,2025-04-15,UPI,Delivered
ORD03002,CUST0823,WH004,2025-12-10,Net Banking,Delivered
ORD03003,CUST0945,WH005,2025-08-14,Cash,Cancelled
ORD03004,CUST0843,WH003,2025-08-12,UPI,Delivered
ORD03005,CUST0538,WH004,2025-02-02,Credit Card,Delivered
ORD03006,CUST0020,WH001,2025-09-01,UPI,Returned
ORD03007,CUST0425,WH007,2025-07-26,UPI,Delivered
ORD03008,CUST0642,WH010,2025-06-19,UPI,Shipped
ORD03009,CUST0052,WH008,2025-03-01,Net Banking,Delivered
ORD03010,CUST0128,WH005,2025-08-28,UPI,Delivered
ORD03011,CUST0269,WH010,2025-12-02,Credit Card,Delivered
ORD03012,CUST0070,WH010,2025-10-10,Debit Card,Delivered
ORD03013,CUST0256,WH002,2025-06-11,Debit Card,Shipped
ORD03014,CUST0262,WH010,2025-01-22,Net Banking,Delivered
ORD03015,CUST0305,WH010,2025-10-29,Cash,Cancelled
ORD03016,CUST0803,WH010,2025-07-22,Net Banking,Returned
ORD03017,CUST0230,WH002,2025-11-24,Credit Card,Delivered
ORD03018,CUST0702,WH002,2025-08-13,Cash,Delivered
ORD03019,CUST0768,WH005,2025-10-12,UPI,Delivered
ORD03020,CUST0979,WH002,2025-07-15,Credit Card,Delivered
ORD03021,CUST0976,WH001,2025-05-27,Cash,Delivered
ORD03022,CUST0255,WH004,2025-05-17,Credit Card,Shipped
ORD03023,CUST0188,WH004,2025-08-12,Net Banking,Delivered
ORD03024,CUST0297,WH010,2025-11-01,Net Banking,Cancelled
ORD03025,CUST0457,WH001,2025-11-09,UPI,Delivered
ORD03026,CUST0170,WH007,2025-05-16,Credit Card,Delivered
ORD03027,CUST0053,WH009,2025-08-28,Cash,Shipped
ORD03028,CUST0865,WH003,2025-10-04,UPI,Delivered
ORD03029,CUST0862,WH003,2025-01-29,UPI,Delivered
ORD03030,CUST0643,WH005,2025-12-05,UPI,Shipped
ORD03031,CUST0967,WH002,2025-10-07,Credit Card,Delivered
ORD03032,CUST0769,WH010,2025-12-26,Net Banking,Delivered
ORD03033,CUST0907,WH010,2025-09-16,Cash,Cancelled
ORD03034,CUST0086,WH008,2025-02-27,UPI,Delivered
ORD03035,CUST0516,WH010,2025-10-03,Debit Card,Cancelled
ORD03036,CUST0032,WH002,2025-09-18,Net Banking,Cancelled
ORD03037,CUST0312,WH009,2025-05-14,Credit Card,Delivered
ORD03038,CUST0463,WH006,2025-03-03,Net Banking,Delivered
ORD03039,CUST0585,WH008,2025-04-30,Net Banking,Delivered
ORD03040,CUST0553,WH003,2025-01-06,UPI,Shipped
ORD03041,CUST0554,WH001,2025-05-13,Cash,Delivered
ORD03042,CUST0683,WH002,2025-08-31,Credit Card,Shipped
ORD03043,CUST0577,WH002,2025-07-14,Debit Card,Delivered
ORD03044,CUST0783,WH002,2025-02-16,Credit Card,Delivered
ORD03045,CUST0691,WH010,2025-09-13,Debit Card,Shipped
ORD03046,CUST0687,WH007,2025-11-04,Net Banking,Cancelled
ORD03047,CUST0475,WH007,2025-03-19,Net Banking,Cancelled
ORD03048,CUST0953,WH008,2025-12-10,UPI,Delivered
ORD03049,CUST0364,WH004,2025-10-29,UPI,Delivered
ORD03050,CUST0810,WH010,2025-02-15,Cash,Delivered
ORD03051,CUST0046,WH008,2025-08-07,Net Banking,Delivered
ORD03052,CUST0500,WH005,2025-04-01,Net Banking,Delivered
ORD03053,CUST0741,WH007,2025-06-20,Debit Card,Delivered
ORD03054,CUST0595,WH007,2025-08-24,Credit Card,Delivered
ORD03055,CUST0907,WH010,2025-01-24,Cash,Delivered
ORD03056,CUST0856,WH010,2025-05-25,Cash,Delivered
ORD03057,CUST0738,WH005,2025-05-08,Net Banking,Delivered
ORD03058,CUST0464,WH009,2025-05-17,Debit Card,Delivered
ORD03059,CUST0012,WH003,2025-08-16,Net Banking,Delivered
ORD03060,CUST0146,WH003,2025-07-17,Debit Card,Delivered
ORD03061,CUST0846,WH007,2025-05-05,Debit Card,Delivered
ORD03062,CUST0001,WH009,2025-03-06,Net Banking,Returned
ORD03063,CUST0273,WH009,2025-04-24,Cash,Delivered
ORD03064,CUST0234,WH010,2025-09-14,UPI,Cancelled
ORD03065,CUST0265,WH007,2025-03-12,Cash,Delivered
ORD03066,CUST0456,WH010,2025-09-27,Net Banking,Delivered
ORD03067,CUST0639,WH002,2025-01-12,UPI,Delivered
ORD03068,CUST0850,WH002,2025-04-20,Net Banking,Cancelled
ORD03069,CUST0367,WH010,2025-05-08,Credit Card,Returned
ORD03070,CUST0732,WH007,2025-04-15,UPI,Delivered
ORD03071,CUST0737,WH007,2025-09-01,UPI,Delivered
ORD03072,CUST0045,WH005,2025-05-08,Debit Card,Delivered
ORD03073,CUST0411,WH006,2025-02-18,UPI,Cancelled
ORD03074,CUST0929,WH005,2025-07-04,Debit Card,Delivered
ORD03075,CUST0128,WH010,2025-05-15,UPI,Delivered
ORD03076,CUST0033,WH004,2025-11-29,Debit Card,Delivered
ORD03077,CUST0427,WH007,2025-10-18,UPI,Delivered
ORD03078,CUST0919,WH002,2025-09-05,Net Banking,Delivered
ORD03079,CUST0609,WH009,2025-05-13,Net Banking,Shipped
ORD03080,CUST0043,WH009,2025-11-19,Net Banking,Returned
ORD03081,CUST0888,WH007,2025-01-02,Cash,Shipped
ORD03082,CUST0100,WH005,2025-03-16,UPI,Delivered
ORD03083,CUST0530,WH002,2025-07-31,Credit Card,Shipped
ORD03084,CUST0190,WH007,2025-11-15,Cash,Cancelled
ORD03085,CUST0433,WH010,2025-10-07,Net Banking,Delivered
ORD03086,CUST0716,WH010,2025-05-08,Cash,Delivered
ORD03087,CUST0451,WH005,2025-10-09,Net Banking,Delivered
ORD03088,CUST0706,WH002,2025-06-09,Debit Card,Delivered
ORD03089,CUST0322,WH001,2025-05-14,UPI,Delivered
ORD03090,CUST0740,WH010,2025-03-11,Credit Card,Delivered
ORD03091,CUST0800,WH008,2025-12-18,Debit Card,Delivered
ORD03092,CUST0911,WH001,2025-07-15,Debit Card,Delivered
ORD03093,CUST0081,WH007,2025-08-31,UPI,Delivered
ORD03094,CUST0551,WH009,2025-11-02,Cash,Delivered
ORD03095,CUST0255,WH007,2025-06-10,Credit Card,Delivered
ORD03096,CUST0267,WH006,2025-10-24,Debit Card,Delivered
ORD03097,CUST0498,WH001,2025-07-14,UPI,Delivered
ORD03098,CUST0667,WH010,2025-12-02,Debit Card,Shipped
ORD03099,CUST0544,WH010,2025-06-02,Debit Card,Delivered
ORD03100,CUST0943,WH007,2025-05-31,Cash,Delivered
ORD03101,CUST0805,WH009,2025-05-21,Net Banking,Delivered
ORD03102,CUST0421,WH001,2025-09-12,Debit Card,Shipped
ORD03103,CUST0166,WH001,2025-05-15,Debit Card,Delivered
ORD03104,CUST0502,WH008,2025-07-06,Debit Card,Delivered
ORD03105,CUST0585,WH008,2025-01-15,Debit Card,Shipped
ORD03106,CUST0197,WH009,2025-04-24,Net Banking,Delivered
ORD03107,CUST0249,WH006,2025-03-08,Debit Card,Shipped
ORD03108,CUST0803,WH003,2025-07-15,Credit Card,Shipped
ORD03109,CUST0718,WH005,2025-06-22,UPI,Delivered
ORD03110,CUST0343,WH010,2025-11-20,Net Banking,Delivered
ORD03111,CUST0010,WH007,2025-01-28,Credit Card,Shipped
ORD03112,CUST0180,WH003,2025-03-02,Debit Card,Delivered
ORD03113,CUST0439,WH008,2025-08-20,Cash,Delivered
ORD03114,CUST0783,WH006,2025-03-10,Net Banking,Delivered
ORD03115,CUST0107,WH002,2025-01-15,Credit Card,Delivered
ORD03116,CUST0095,WH006,2025-02-21,Net Banking,Shipped
ORD03117,CUST0547,WH009,2025-05-09,Cash,Returned
ORD03118,CUST0779,WH009,2025-01-04,UPI,Delivered
ORD03119,CUST0529,WH007,2025-10-29,Cash,Delivered
ORD03120,CUST0131,WH004,2025-10-14,UPI,Delivered
ORD03121,CUST0904,WH006,2025-11-01,Cash,Cancelled
ORD03122,CUST0954,WH005,2025-01-07,Cash,Delivered
ORD03123,CUST0812,WH005,2025-07-29,Credit Card,Delivered
ORD03124,CUST0078,WH003,2025-08-06,UPI,Cancelled
ORD03125,CUST0209,WH009,2025-01-28,Debit Card,Delivered
ORD03126,CUST0351,WH004,2025-09-03,Cash,Delivered
ORD03127,CUST0748,WH007,2025-10-29,Net Banking,Delivered
ORD03128,CUST0359,WH003,2025-10-11,Debit Card,Returned
ORD03129,CUST0180,WH005,2025-09-21,Credit Card,Delivered
ORD03130,CUST0712,WH004,2025-10-13,Net Banking,Delivered
ORD03131,CUST0371,WH005,2025-05-10,UPI,Delivered
ORD03132,CUST0261,WH005,2025-08-08,Debit Card,Delivered
ORD03133,CUST0347,WH003,2025-08-28,Credit Card,Shipped
