Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Warehouse,City,State,Customer_Type,Order_Quantity,Unit_Price,Gross_Sales,Discount_Percentage,Discount_Amount,Net_Sales,Cost_Price,Total_Cost,Profit,Shipping_Cost,Delivery_Status,Payment_Method,Delivery_Days,Customer_Rating,Order_Priority
103810,2026-11-12,2026-11-16,Monitor,Electronics,Prime Distributors,Bangalore WH,Lucknow,Uttar Pradesh,Wholesale,6,12000,72000,10,7200.0,64800.0,7662,45972,18828.0,1253,Delayed,UPI,4,3,High
103811,2026-11-10,2026-11-15,Office Desk,Furniture,Global Supply,Bangalore WH,Mumbai,Maharashtra,Wholesale,1,15000,15000,0,0.0,15000.0,9873,9873,5127.0,605,Delivered,UPI,5,2,High
103812,2026-06-15,2026-06-19,Hard Disk,Storage,Global Supply,Delhi WH,Bangalore,Karnataka,Wholesale,10,4200,42000,0,0.0,42000.0,2542,25420,16580.0,383,Delivered,UPI,4,4,Medium
103813,2026-08-11,2026-08-16,Printer,Office Supplies,XYZ Traders,Delhi WH,Jaipur,Rajasthan,Retail,14,15000,210000,0,0.0,210000.0,9266,129724,80276.0,2269,In Transit,Credit Card,5,1,Low
103814,2026-08-13,2026-08-15,Printer,Office Supplies,ABC Suppliers,Bangalore WH,Delhi,Delhi,Retail,17,15000,255000,15,38250.0,216750.0,8324,141508,75242.0,591,Delivered,Cash,2,2,Low
103815,2026-06-09,2026-06-12,Printer,Office Supplies,Prime Distributors,Hyderabad WH,Ahmedabad,Gujarat,Retail,6,15000,90000,0,0.0,90000.0,9004,54024,35976.0,855,Delivered,Cash,3,2,Medium
103816,2026-10-31,2026-11-05,Router,Networking,XYZ Traders,Hyderabad WH,Lucknow,Uttar Pradesh,Retail,15,3500,52500,10,5250.0,47250.0,2636,39540,7710.0,302,In Transit,Credit Card,5,4,Low
103817,2026-07-30,2026-08-05,Switch,Networking,XYZ Traders,Delhi WH,Lucknow,Uttar Pradesh,Wholesale,6,6000,36000,10,3600.0,32400.0,3533,21198,11202.0,2943,Delivered,Cash,6,1,Low
103818,2026-04-24,2026-04-29,Keyboard,Accessories,Prime Distributors,Delhi WH,Ahmedabad,Gujarat,Wholesale,20,900,18000,0,0.0,18000.0,651,13020,4980.0,2121,Delivered,Credit Card,5,1,Medium
103819,2026-01-11,2026-01-17,Switch,Networking,Global Supply,Mumbai WH,Hyderabad,Telangana,Wholesale,18,6000,108000,0,0.0,108000.0,3510,63180,44820.0,1047,Cancelled,Debit Card,6,2,Medium
103820,2026-08-03,2026-08-07,Keyboard,Accessories,ABC Suppliers,Bangalore WH,Pune,Maharashtra,Retail,14,900,12600,10,1260.0,11340.0,685,9590,1750.0,2018,In Transit,Credit Card,4,1,High
103821,2026-05-25,2026-05-31,Printer,Office Supplies,Global Supply,Delhi WH,Mumbai,Maharashtra,Wholesale,20,15000,300000,15,45000.0,255000.0,11405,228100,26900.0,1838,Delivered,Debit Card,6,2,Medium
103822,2026-10-02,2026-10-07,Switch,Networking,XYZ Traders,Bangalore WH,Hyderabad,Telangana,Retail,18,6000,108000,10,10800.0,97200.0,4449,80082,17118.0,1034,Delivered,UPI,5,2,Low
103823,2026-01-11,2026-01-16,Office Desk,Furniture,ABC Suppliers,Delhi WH,Ahmedabad,Gujarat,Wholesale,18,15000,270000,10,27000.0,243000.0,9552,171936,71064.0,1124,Delivered,Net Banking,5,1,High
103824,2026-04-26,2026-05-03,Laptop,Electronics,XYZ Traders,Mumbai WH,Delhi,Delhi,Retail,18,55000,990000,5,49500.0,940500.0,35732,643176,297324.0,2512,Delivered,Debit Card,7,4,High
103825,2026-03-30,2026-04-04,Webcam,Accessories,XYZ Traders,Bangalore WH,Pune,Maharashtra,Wholesale,18,2500,45000,15,6750.0,38250.0,1883,33894,4356.0,370,Delivered,Credit Card,5,3,Medium
103826,2026-07-04,2026-07-06,SSD,Storage,Global Supply,Bangalore WH,Ahmedabad,Gujarat,Wholesale,16,5500,88000,5,4400.0,83600.0,3138,50208,33392.0,1904,Delivered,Credit Card,2,3,Low
103827,2026-02-11,2026-02-13,Scanner,Office Supplies,ABC Suppliers,Delhi WH,Delhi,Delhi,Wholesale,3,12000,36000,0,0.0,36000.0,8411,25233,10767.0,2438,Delivered,Debit Card,2,1,Medium
103828,2026-01-16,2026-01-22,SSD,Storage,Global Supply,Delhi WH,Chennai,Tamil Nadu,Wholesale,5,5500,27500,0,0.0,27500.0,3155,15775,11725.0,2759,Delivered,Credit Card,6,4,Medium
103829,2026-12-03,2026-12-10,Office Chair,Furniture,Global Supply,Bangalore WH,Delhi,Delhi,Retail,19,8500,161500,10,16150.0,145350.0,6798,129162,16188.0,2819,In Transit,Credit Card,7,4,High
103830,2026-02-17,2026-02-21,SSD,Storage,XYZ Traders,Delhi WH,Mumbai,Maharashtra,Retail,1,5500,5500,10,550.0,4950.0,3382,3382,1568.0,220,Delivered,Credit Card,4,5,Medium
103831,2026-07-06,2026-07-07,Scanner,Office Supplies,Tech World,Mumbai WH,Hyderabad,Telangana,Wholesale,4,12000,48000,0,0.0,48000.0,7150,28600,19400.0,1269,Delayed,Net Banking,1,2,Medium
103832,2026-08-31,2026-09-02,Keyboard,Accessories,Tech World,Bangalore WH,Jaipur,Rajasthan,Wholesale,6,900,5400,10,540.0,4860.0,550,3300,1560.0,1938,Delivered,Credit Card,2,2,High
103833,2026-06-29,2026-07-04,Office Chair,Furniture,Global Supply,Bangalore WH,Hyderabad,Telangana,Retail,9,8500,76500,0,0.0,76500.0,6158,55422,21078.0,2561,Delivered,Credit Card,5,2,Medium
103834,2026-01-21,2026-01-23,Hard Disk,Storage,XYZ Traders,Mumbai WH,Delhi,Delhi,Wholesale,9,4200,37800,0,0.0,37800.0,2988,26892,10908.0,1312,Delivered,Debit Card,2,2,Low
103835,2026-11-24,2026-11-30,Scanner,Office Supplies,Global Supply,Hyderabad WH,Chennai,Tamil Nadu,Wholesale,5,12000,60000,0,0.0,60000.0,8834,44170,15830.0,495,Delivered,Debit Card,6,1,Medium
103836,2026-01-02,2026-01-04,Scanner,Office Supplies,Global Supply,Hyderabad WH,Lucknow,Uttar Pradesh,Retail,9,12000,108000,0,0.0,108000.0,6853,61677,46323.0,916,Delivered,Cash,2,1,High
103837,2026-04-08,2026-04-15,Switch,Networking,Global Supply,Mumbai WH,Mumbai,Maharashtra,Wholesale,20,6000,120000,15,18000.0,102000.0,3382,67640,34360.0,2000,Delivered,Net Banking,7,5,Medium
103838,2026-03-20,2026-03-24,Router,Networking,Tech World,Bangalore WH,Hyderabad,Telangana,Retail,7,3500,24500,5,1225.0,23275.0,2128,14896,8379.0,2538,Delivered,Cash,4,4,Medium
103839,2026-10-11,2026-10-13,Mouse,Accessories,Tech World,Delhi WH,Hyderabad,Telangana,Wholesale,20,700,14000,5,700.0,13300.0,520,10400,2900.0,2618,Delivered,Credit Card,2,2,Medium
103840,2026-08-23,2026-08-26,Monitor,Electronics,ABC Suppliers,Mumbai WH,Chennai,Tamil Nadu,Wholesale,17,12000,204000,0,0.0,204000.0,7964,135388,68612.0,1683,Delivered,Debit Card,3,4,Medium
103841,2026-05-24,2026-05-29,Mouse,Accessories,Tech World,Delhi WH,Pune,Maharashtra,Retail,10,700,7000,15,1050.0,5950.0,440,4400,1550.0,2615,Cancelled,Debit Card,5,2,High
103842,2026-07-09,2026-07-16,Office Desk,Furniture,Global Supply,Delhi WH,Delhi,Delhi,Wholesale,2,15000,30000,0,0.0,30000.0,10019,20038,9962.0,2384,Delivered,Credit Card,7,2,Low
103843,2026-04-30,2026-05-03,Office Desk,Furniture,Tech World,Chennai WH,Hyderabad,Telangana,Wholesale,17,15000,255000,15,38250.0,216750.0,9528,161976,54774.0,379,Delivered,Net Banking,3,2,Low
103844,2026-09-22,2026-09-25,Webcam,Accessories,Tech World,Bangalore WH,Jaipur,Rajasthan,Wholesale,1,2500,2500,0,0.0,2500.0,1735,1735,765.0,2226,Delivered,Debit Card,3,4,High
103845,2026-04-01,2026-04-04,Webcam,Accessories,Tech World,Mumbai WH,Bangalore,Karnataka,Retail,17,2500,42500,10,4250.0,38250.0,1586,26962,11288.0,1077,Delivered,Net Banking,3,4,High
103846,2026-01-05,2026-01-12,Keyboard,Accessories,Prime Distributors,Chennai WH,Pune,Maharashtra,Retail,14,900,12600,5,630.0,11970.0,663,9282,2688.0,2164,In Transit,UPI,7,2,Low
103847,2026-04-22,2026-04-28,Laptop,Electronics,Global Supply,Hyderabad WH,Ahmedabad,Gujarat,Retail,11,55000,605000,10,60500.0,544500.0,32230,354530,189970.0,2857,Delivered,Debit Card,6,3,Medium
103848,2026-12-06,2026-12-10,Monitor,Electronics,XYZ Traders,Bangalore WH,Mumbai,Maharashtra,Retail,19,12000,228000,5,11400.0,216600.0,8760,166440,50160.0,2726,In Transit,Cash,4,5,Low
103849,2026-02-27,2026-03-01,Printer,Office Supplies,Global Supply,Hyderabad WH,Hyderabad,Telangana,Retail,2,15000,30000,5,1500.0,28500.0,9979,19958,8542.0,1339,Delivered,Net Banking,2,5,Low
103850,2026-08-17,2026-08-18,Desktop,Electronics,ABC Suppliers,Bangalore WH,Pune,Maharashtra,Retail,12,45000,540000,15,81000.0,459000.0,32716,392592,66408.0,2120,Delayed,Cash,1,5,High
103851,2026-11-12,2026-11-16,Laptop,Electronics,ABC Suppliers,Delhi WH,Mumbai,Maharashtra,Retail,17,55000,935000,5,46750.0,888250.0,38507,654619,233631.0,2581,Delivered,Net Banking,4,3,Medium
103852,2026-03-12,2026-03-15,Office Desk,Furniture,Prime Distributors,Hyderabad WH,Lucknow,Uttar Pradesh,Retail,18,15000,270000,15,40500.0,229500.0,8739,157302,72198.0,359,Delivered,Cash,3,2,Low
103853,2026-04-01,2026-04-08,SSD,Storage,XYZ Traders,Hyderabad WH,Jaipur,Rajasthan,Wholesale,4,5500,22000,10,2200.0,19800.0,3118,12472,7328.0,381,Delivered,Cash,7,2,Medium
103854,2026-11-10,2026-11-13,Webcam,Accessories,Global Supply,Hyderabad WH,Lucknow,Uttar Pradesh,Retail,13,2500,32500,5,1625.0,30875.0,1588,20644,10231.0,2732,Delivered,Net Banking,3,2,Medium
103855,2026-07-09,2026-07-15,Office Chair,Furniture,Global Supply,Chennai WH,Bangalore,Karnataka,Wholesale,14,8500,119000,5,5950.0,113050.0,5542,77588,35462.0,2019,Delivered,Debit Card,6,1,Medium
103856,2026-04-17,2026-04-18,Laptop,Electronics,Prime Distributors,Bangalore WH,Jaipur,Rajasthan,Wholesale,17,55000,935000,15,140250.0,794750.0,32026,544442,250308.0,462,Delivered,Debit Card,1,4,Low
103857,2026-10-18,2026-10-22,Office Chair,Furniture,ABC Suppliers,Mumbai WH,Lucknow,Uttar Pradesh,Wholesale,5,8500,42500,5,2125.0,40375.0,4891,24455,15920.0,758,Delayed,Cash,4,3,High
103858,2026-02-11,2026-02-12,Monitor,Electronics,Prime Distributors,Bangalore WH,Ahmedabad,Gujarat,Retail,9,12000,108000,10,10800.0,97200.0,7537,67833,29367.0,2244,In Transit,UPI,1,4,Low
103859,2026-09-23,2026-09-28,SSD,Storage,ABC Suppliers,Delhi WH,Pune,Maharashtra,Retail,11,5500,60500,15,9075.0,51425.0,3091,34001,17424.0,964,Delivered,Debit Card,5,2,Low
103860,2026-07-20,2026-07-21,Scanner,Office Supplies,ABC Suppliers,Chennai WH,Chennai,Tamil Nadu,Retail,17,12000,204000,15,30600.0,173400.0,7540,128180,45220.0,1655,In Transit,Debit Card,1,4,Medium
103861,2026-07-03,2026-07-09,Office Desk,Furniture,Tech World,Chennai WH,Lucknow,Uttar Pradesh,Wholesale,1,15000,15000,15,2250.0,12750.0,10845,10845,1905.0,1186,In Transit,Credit Card,6,2,Low
103862,2026-10-19,2026-10-21,Projector,Electronics,Prime Distributors,Hyderabad WH,Ahmedabad,Gujarat,Wholesale,2,40000,80000,0,0.0,80000.0,30918,61836,18164.0,2099,Delivered,Credit Card,2,4,Medium
103863,2026-08-08,2026-08-09,Mouse,Accessories,Prime Distributors,Mumbai WH,Pune,Maharashtra,Retail,13,700,9100,0,0.0,9100.0,441,5733,3367.0,906,Delivered,Cash,1,3,Medium
103864,2026-09-23,2026-09-24,Projector,Electronics,Prime Distributors,Chennai WH,Delhi,Delhi,Wholesale,12,40000,480000,10,48000.0,432000.0,31801,381612,50388.0,1833,Delivered,Debit Card,1,1,High
103865,2026-07-09,2026-07-12,Switch,Networking,Tech World,Hyderabad WH,Bangalore,Karnataka,Wholesale,13,6000,78000,15,11700.0,66300.0,4041,52533,13767.0,535,Delivered,UPI,3,4,High
103866,2026-04-01,2026-04-02,Monitor,Electronics,Tech World,Bangalore WH,Ahmedabad,Gujarat,Retail,20,12000,240000,15,36000.0,204000.0,7706,154120,49880.0,1415,Delivered,Credit Card,1,4,Medium
103867,2026-08-25,2026-09-01,Desktop,Electronics,Tech World,Mumbai WH,Lucknow,Uttar Pradesh,Wholesale,10,45000,450000,5,22500.0,427500.0,35698,356980,70520.0,2336,Delivered,Credit Card,7,5,Low
103868,2026-11-21,2026-11-27,Webcam,Accessories,ABC Suppliers,Delhi WH,Pune,Maharashtra,Wholesale,15,2500,37500,0,0.0,37500.0,1909,28635,8865.0,2151,Delayed,Credit Card,6,2,High
103869,2026-02-28,2026-03-07,Office Chair,Furniture,XYZ Traders,Bangalore WH,Lucknow,Uttar Pradesh,Wholesale,3,8500,25500,0,0.0,25500.0,5925,17775,7725.0,1837,Delivered,UPI,7,2,Low
103870,2026-01-02,2026-01-03,Scanner,Office Supplies,ABC Suppliers,Delhi WH,Jaipur,Rajasthan,Wholesale,8,12000,96000,5,4800.0,91200.0,9039,72312,18888.0,1770,Cancelled,Credit Card,1,5,Low
103871,2026-10-18,2026-10-23,Office Desk,Furniture,Global Supply,Chennai WH,Pune,Maharashtra,Wholesale,20,15000,300000,5,15000.0,285000.0,10754,215080,69920.0,1759,Cancelled,Net Banking,5,4,High
103872,2026-03-24,2026-03-28,Scanner,Office Supplies,XYZ Traders,Delhi WH,Chennai,Tamil Nadu,Wholesale,4,12000,48000,0,0.0,48000.0,8257,33028,14972.0,2593,Delivered,Cash,4,2,Low
103873,2026-04-05,2026-04-11,Office Chair,Furniture,ABC Suppliers,Chennai WH,Bangalore,Karnataka,Retail,10,8500,85000,0,0.0,85000.0,5950,59500,25500.0,248,Delivered,Cash,6,2,Low
103874,2026-10-19,2026-10-26,Projector,Electronics,Prime Distributors,Chennai WH,Jaipur,Rajasthan,Wholesale,8,40000,320000,10,32000.0,288000.0,25673,205384,82616.0,2598,Delivered,Credit Card,7,2,Low
103875,2026-06-01,2026-06-02,Webcam,Accessories,ABC Suppliers,Mumbai WH,Ahmedabad,Gujarat,Wholesale,3,2500,7500,15,1125.0,6375.0,1912,5736,639.0,763,Delivered,Debit Card,1,4,Low
103876,2026-03-13,2026-03-16,SSD,Storage,XYZ Traders,Hyderabad WH,Chennai,Tamil Nadu,Wholesale,6,5500,33000,5,1650.0,31350.0,3133,18798,12552.0,2721,Delivered,Credit Card,3,2,Medium
103877,2026-01-15,2026-01-17,Webcam,Accessories,ABC Suppliers,Bangalore WH,Bangalore,Karnataka,Wholesale,18,2500,45000,10,4500.0,40500.0,1892,34056,6444.0,408,In Transit,Credit Card,2,3,High
103878,2026-10-20,2026-10-23,Projector,Electronics,Tech World,Hyderabad WH,Kolkata,West Bengal,Retail,16,40000,640000,5,32000.0,608000.0,25200,403200,204800.0,1973,Cancelled,Debit Card,3,1,High
103879,2026-07-01,2026-07-04,Switch,Networking,Tech World,Mumbai WH,Delhi,Delhi,Wholesale,17,6000,102000,10,10200.0,91800.0,4338,73746,18054.0,2144,Delivered,Net Banking,3,1,High
103880,2026-09-29,2026-10-06,Office Chair,Furniture,XYZ Traders,Mumbai WH,Ahmedabad,Gujarat,Retail,17,8500,144500,5,7225.0,137275.0,5846,99382,37893.0,1241,Delivered,Cash,7,5,High
103881,2026-05-26,2026-05-31,Webcam,Accessories,Tech World,Bangalore WH,Mumbai,Maharashtra,Wholesale,7,2500,17500,10,1750.0,15750.0,1675,11725,4025.0,1024,In Transit,Net Banking,5,1,High
103882,2026-12-10,2026-12-11,Keyboard,Accessories,XYZ Traders,Hyderabad WH,Jaipur,Rajasthan,Wholesale,3,900,2700,10,270.0,2430.0,524,1572,858.0,940,Delayed,Net Banking,1,4,Medium
103883,2026-01-15,2026-01-17,Router,Networking,XYZ Traders,Chennai WH,Jaipur,Rajasthan,Retail,15,3500,52500,10,5250.0,47250.0,2779,41685,5565.0,2047,Delivered,Credit Card,2,1,Low
103884,2026-02-26,2026-03-03,Monitor,Electronics,Tech World,Mumbai WH,Hyderabad,Telangana,Wholesale,2,12000,24000,5,1200.0,22800.0,8649,17298,5502.0,1148,Delivered,Cash,5,1,Medium
103885,2026-06-08,2026-06-09,Switch,Networking,Prime Distributors,Chennai WH,Delhi,Delhi,Retail,7,6000,42000,0,0.0,42000.0,4059,28413,13587.0,1698,Delayed,Credit Card,1,5,Low
103886,2026-03-30,2026-04-01,Keyboard,Accessories,ABC Suppliers,Hyderabad WH,Lucknow,Uttar Pradesh,Wholesale,6,900,5400,0,0.0,5400.0,614,3684,1716.0,2401,Delivered,Debit Card,2,4,Medium
103887,2026-12-13,2026-12-17,Projector,Electronics,ABC Suppliers,Delhi WH,Hyderabad,Telangana,Retail,14,40000,560000,10,56000.0,504000.0,24457,342398,161602.0,840,Delivered,Credit Card,4,3,Low
103888,2026-02-13,2026-02-14,Desktop,Electronics,Global Supply,Mumbai WH,Pune,Maharashtra,Retail,14,45000,630000,15,94500.0,535500.0,33057,462798,72702.0,1378,Delivered,Cash,1,3,Low
103889,2026-08-18,2026-08-22,SSD,Storage,Tech World,Hyderabad WH,Lucknow,Uttar Pradesh,Retail,1,5500,5500,5,275.0,5225.0,4121,4121,1104.0,528,Delivered,Cash,4,3,High
103890,2026-03-30,2026-04-03,Router,Networking,Tech World,Delhi WH,Hyderabad,Telangana,Retail,4,3500,14000,5,700.0,13300.0,2547,10188,3112.0,1568,Delivered,Net Banking,4,2,Low
103891,2026-09-14,2026-09-20,Switch,Networking,Tech World,Hyderabad WH,Pune,Maharashtra,Wholesale,11,6000,66000,5,3300.0,62700.0,3553,39083,23617.0,1019,Delivered,Cash,6,4,Low
103892,2026-11-04,2026-11-11,Router,Networking,Prime Distributors,Bangalore WH,Delhi,Delhi,Wholesale,19,3500,66500,15,9975.0,56525.0,2505,47595,8930.0,2899,In Transit,Debit Card,7,5,High
103893,2026-01-24,2026-01-25,Switch,Networking,Prime Distributors,Bangalore WH,Mumbai,Maharashtra,Wholesale,6,6000,36000,15,5400.0,30600.0,3489,20934,9666.0,984,Delivered,UPI,1,1,Low
103894,2026-02-16,2026-02-23,SSD,Storage,XYZ Traders,Chennai WH,Ahmedabad,Gujarat,Retail,2,5500,11000,5,550.0,10450.0,3136,6272,4178.0,407,Cancelled,Credit Card,7,4,Low
103895,2026-12-31,2027-01-05,Webcam,Accessories,XYZ Traders,Hyderabad WH,Pune,Maharashtra,Retail,19,2500,47500,15,7125.0,40375.0,1977,37563,2812.0,1942,Delivered,Cash,5,3,High
103896,2026-03-03,2026-03-10,Projector,Electronics,Tech World,Hyderabad WH,Kolkata,West Bengal,Wholesale,20,40000,800000,10,80000.0,720000.0,27372,547440,172560.0,752,Delivered,Credit Card,7,1,Low
103897,2026-08-29,2026-08-31,Router,Networking,Global Supply,Hyderabad WH,Kolkata,West Bengal,Retail,7,3500,24500,15,3675.0,20825.0,2316,16212,4613.0,2185,Delivered,Credit Card,2,1,Medium
103898,2026-06-01,2026-06-05,Keyboard,Accessories,XYZ Traders,Delhi WH,Delhi,Delhi,Retail,20,900,18000,0,0.0,18000.0,659,13180,4820.0,1568,Delivered,UPI,4,3,Medium
103899,2026-11-01,2026-11-04,Monitor,Electronics,Global Supply,Hyderabad WH,Bangalore,Karnataka,Wholesale,1,12000,12000,10,1200.0,10800.0,8848,8848,1952.0,2443,Delivered,Credit Card,3,5,Medium
103900,2026-10-17,2026-10-22,Keyboard,Accessories,Tech World,Hyderabad WH,Mumbai,Maharashtra,Retail,1,900,900,5,45.0,855.0,658,658,197.0,2195,Delivered,Debit Card,5,4,Medium
103901,2026-01-02,2026-01-06,Desktop,Electronics,Global Supply,Hyderabad WH,Jaipur,Rajasthan,Wholesale,14,45000,630000,15,94500.0,535500.0,33976,475664,59836.0,2113,Delayed,Cash,4,4,Low
103902,2026-09-05,2026-09-08,Printer,Office Supplies,Global Supply,Chennai WH,Mumbai,Maharashtra,Retail,12,15000,180000,0,0.0,180000.0,10493,125916,54084.0,271,Delivered,Debit Card,3,5,Low
103903,2026-06-15,2026-06-21,Hard Disk,Storage,ABC Suppliers,Chennai WH,Bangalore,Karnataka,Retail,5,4200,21000,15,3150.0,17850.0,2365,11825,6025.0,246,Delivered,Debit Card,6,3,Medium
103904,2026-07-08,2026-07-12,Monitor,Electronics,Tech World,Hyderabad WH,Ahmedabad,Gujarat,Wholesale,2,12000,24000,5,1200.0,22800.0,9339,18678,4122.0,423,Delivered,Credit Card,4,1,High
103905,2026-12-23,2026-12-30,Office Desk,Furniture,ABC Suppliers,Mumbai WH,Mumbai,Maharashtra,Wholesale,6,15000,90000,15,13500.0,76500.0,9067,54402,22098.0,876,In Transit,Cash,7,1,Medium
103906,2026-03-25,2026-04-01,Mouse,Accessories,Global Supply,Delhi WH,Lucknow,Uttar Pradesh,Retail,14,700,9800,5,490.0,9310.0,471,6594,2716.0,2517,In Transit,Cash,7,4,High
103907,2026-02-07,2026-02-11,Office Chair,Furniture,Prime Distributors,Chennai WH,Ahmedabad,Gujarat,Wholesale,20,8500,170000,15,25500.0,144500.0,4687,93740,50760.0,518,Delivered,Credit Card,4,3,Medium
103908,2026-02-04,2026-02-07,SSD,Storage,ABC Suppliers,Bangalore WH,Ahmedabad,Gujarat,Wholesale,11,5500,60500,5,3025.0,57475.0,3870,42570,14905.0,814,Delivered,Credit Card,3,1,High
103909,2026-12-19,2026-12-23,Scanner,Office Supplies,ABC Suppliers,Mumbai WH,Mumbai,Maharashtra,Wholesale,18,12000,216000,0,0.0,216000.0,8337,150066,65934.0,2465,Delayed,Debit Card,4,1,Low
103910,2026-12-16,2026-12-23,Hard Disk,Storage,Global Supply,Delhi WH,Pune,Maharashtra,Wholesale,12,4200,50400,10,5040.0,45360.0,2823,33876,11484.0,904,Delivered,UPI,7,2,Medium
103911,2026-09-26,2026-09-27,Projector,Electronics,XYZ Traders,Bangalore WH,Pune,Maharashtra,Retail,9,40000,360000,5,18000.0,342000.0,22145,199305,142695.0,1061,Cancelled,UPI,1,2,High
103912,2026-09-01,2026-09-07,Office Chair,Furniture,Global Supply,Chennai WH,Jaipur,Rajasthan,Retail,10,8500,85000,15,12750.0,72250.0,5220,52200,20050.0,533,Delivered,UPI,6,1,Medium
103913,2026-11-09,2026-11-11,Switch,Networking,ABC Suppliers,Hyderabad WH,Chennai,Tamil Nadu,Retail,15,6000,90000,0,0.0,90000.0,3555,53325,36675.0,1085,Delivered,UPI,2,4,Low
103914,2026-06-11,2026-06-12,Hard Disk,Storage,XYZ Traders,Bangalore WH,Kolkata,West Bengal,Wholesale,9,4200,37800,15,5670.0,32130.0,3109,27981,4149.0,271,Delivered,Cash,1,1,Low
103915,2026-10-01,2026-10-06,Switch,Networking,Global Supply,Mumbai WH,Lucknow,Uttar Pradesh,Retail,16,6000,96000,10,9600.0,86400.0,3953,63248,23152.0,610,Delivered,Credit Card,5,4,Medium
103916,2026-01-19,2026-01-20,Desktop,Electronics,Tech World,Delhi WH,Chennai,Tamil Nadu,Retail,18,45000,810000,0,0.0,810000.0,30115,542070,267930.0,2446,In Transit,UPI,1,2,Medium
103917,2026-07-13,2026-07-19,Printer,Office Supplies,Global Supply,Bangalore WH,Kolkata,West Bengal,Retail,18,15000,270000,0,0.0,270000.0,10826,194868,75132.0,1259,Delivered,Cash,6,3,Medium
103918,2026-10-31,2026-11-05,Desktop,Electronics,Global Supply,Hyderabad WH,Bangalore,Karnataka,Retail,5,45000,225000,0,0.0,225000.0,30646,153230,71770.0,1846,In Transit,Net Banking,5,4,High
103919,2026-01-28,2026-01-31,Mouse,Accessories,Prime Distributors,Delhi WH,Hyderabad,Telangana,Wholesale,7,700,4900,0,0.0,4900.0,414,2898,2002.0,2190,Delivered,Net Banking,3,1,High
103920,2026-07-03,2026-07-06,Printer,Office Supplies,XYZ Traders,Chennai WH,Pune,Maharashtra,Retail,1,15000,15000,5,750.0,14250.0,10803,10803,3447.0,1472,Delivered,Debit Card,3,5,Medium
103921,2026-01-10,2026-01-14,Mouse,Accessories,Tech World,Hyderabad WH,Bangalore,Karnataka,Wholesale,1,700,700,15,105.0,595.0,558,558,37.0,2569,Delivered,Debit Card,4,3,Medium
103922,2026-11-06,2026-11-13,Office Desk,Furniture,Prime Distributors,Mumbai WH,Bangalore,Karnataka,Retail,11,15000,165000,5,8250.0,156750.0,9496,104456,52294.0,2875,In Transit,Net Banking,7,2,Low
103923,2026-04-24,2026-05-01,Switch,Networking,Tech World,Bangalore WH,Chennai,Tamil Nadu,Retail,11,6000,66000,15,9900.0,56100.0,4589,50479,5621.0,468,Delivered,Net Banking,7,3,Medium
103924,2026-07-06,2026-07-12,Projector,Electronics,Global Supply,Chennai WH,Lucknow,Uttar Pradesh,Wholesale,17,40000,680000,0,0.0,680000.0,31139,529363,150637.0,2889,Delivered,Credit Card,6,4,High
103925,2026-06-17,2026-06-24,Laptop,Electronics,Tech World,Chennai WH,Pune,Maharashtra,Wholesale,14,55000,770000,5,38500.0,731500.0,30656,429184,302316.0,959,Delivered,Debit Card,7,4,Medium
103926,2026-02-18,2026-02-21,Mouse,Accessories,Tech World,Delhi WH,Mumbai,Maharashtra,Retail,12,700,8400,5,420.0,7980.0,459,5508,2472.0,659,Delayed,Cash,3,1,High
103927,2026-05-29,2026-06-05,Mouse,Accessories,Global Supply,Mumbai WH,Delhi,Delhi,Retail,13,700,9100,5,455.0,8645.0,480,6240,2405.0,1203,Delivered,Credit Card,7,2,Low
103928,2026-07-12,2026-07-16,Hard Disk,Storage,Prime Distributors,Hyderabad WH,Lucknow,Uttar Pradesh,Retail,2,4200,8400,10,840.0,7560.0,2561,5122,2438.0,512,Delivered,Debit Card,4,4,Medium
103929,2026-02-25,2026-02-28,Webcam,Accessories,XYZ Traders,Bangalore WH,Bangalore,Karnataka,Retail,14,2500,35000,15,5250.0,29750.0,1514,21196,8554.0,1265,In Transit,Credit Card,3,4,High
103930,2026-11-19,2026-11-26,Hard Disk,Storage,XYZ Traders,Chennai WH,Hyderabad,Telangana,Retail,10,4200,42000,0,0.0,42000.0,2581,25810,16190.0,2475,In Transit,UPI,7,5,Low
103931,2026-02-28,2026-03-05,SSD,Storage,XYZ Traders,Mumbai WH,Pune,Maharashtra,Retail,10,5500,55000,0,0.0,55000.0,3402,34020,20980.0,1673,Delivered,Credit Card,5,3,Low
103932,2026-07-13,2026-07-17,Laptop,Electronics,Global Supply,Delhi WH,Hyderabad,Telangana,Retail,3,55000,165000,10,16500.0,148500.0,37635,112905,35595.0,2805,Delivered,Credit Card,4,4,Medium
103933,2026-05-12,2026-05-18,Laptop,Electronics,Prime Distributors,Hyderabad WH,Ahmedabad,Gujarat,Wholesale,7,55000,385000,15,57750.0,327250.0,33161,232127,95123.0,2294,In Transit,Credit Card,6,5,Low
103934,2026-06-15,2026-06-19,Keyboard,Accessories,XYZ Traders,Bangalore WH,Delhi,Delhi,Retail,15,900,13500,0,0.0,13500.0,683,10245,3255.0,704,Delivered,Debit Card,4,3,Low
