item_id,order_id,product_id,quantity,unit_price,discount_percent,gross_amount,discount_amount,net_amount,shipping_cost
ITEM005883,ORD01980,PROD032,3,8609.15,10,25827.45,2582.74,23244.7,197.45
ITEM005884,ORD01980,PROD003,1,36626.5,15,36626.5,5493.98,31132.52,297.98
ITEM005885,ORD01981,PROD011,3,1127.17,0,3381.51,0.0,3381.51,426.39
ITEM005886,ORD01981,PROD046,4,33159.86,10,132639.44,13263.94,119375.5,76.88
ITEM005887,ORD01982,PROD014,1,10695.72,5,10695.72,534.79,10160.93,271.15
ITEM005888,ORD01982,PROD024,5,18381.46,0,91907.3,0.0,91907.3,356.0
ITEM005889,ORD01982,PROD013,4,41638.89,15,166555.56,24983.33,141572.23,237.09
ITEM005890,ORD01982,PROD037,1,15300.23,20,15300.23,3060.05,12240.18,437.67
ITEM005891,ORD01982,PROD007,3,2998.37,5,8995.11,449.76,8545.35,64.08
ITEM005892,ORD01983,PROD022,1,7060.74,10,7060.74,706.07,6354.67,356.67
ITEM005893,ORD01983,PROD044,2,45475.09,20,90950.18,18190.04,72760.14,152.4
ITEM005894,ORD01983,PROD033,5,3346.07,0,16730.35,0.0,16730.35,45.37
ITEM005895,ORD01983,PROD025,5,22857.89,20,114289.45,22857.89,91431.56,305.88
ITEM005896,ORD01983,PROD034,2,47449.39,10,94898.78,9489.88,85408.9,393.62
ITEM005897,ORD01984,PROD041,5,6189.71,20,30948.55,6189.71,24758.84,51.19
ITEM005898,ORD01984,PROD021,4,30631.46,0,122525.84,0.0,122525.84,130.75
ITEM005899,ORD01984,PROD031,4,30416.49,5,121665.96,6083.3,115582.66,383.22
ITEM005900,ORD01984,PROD033,2,3346.07,0,6692.14,0.0,6692.14,203.06
ITEM005901,ORD01984,PROD013,5,41638.89,20,208194.45,41638.89,166555.56,222.47
ITEM005902,ORD01985,PROD034,1,47449.39,15,47449.39,7117.41,40331.98,148.44
ITEM005903,ORD01985,PROD023,4,14678.02,20,58712.08,11742.42,46969.66,66.49
ITEM005904,ORD01985,PROD014,2,10695.72,10,21391.44,2139.14,19252.3,488.28
ITEM005905,ORD01986,PROD023,1,14678.02,10,14678.02,1467.8,13210.22,56.93
ITEM005906,ORD01986,PROD045,1,13013.12,20,13013.12,2602.62,10410.5,77.46
ITEM005907,ORD01986,PROD042,4,24809.33,0,99237.32,0.0,99237.32,262.31
ITEM005908,ORD01986,PROD008,1,43322.19,0,43322.19,0.0,43322.19,47.49
ITEM005909,ORD01986,PROD018,3,26285.35,20,78856.05,15771.21,63084.84,415.28
ITEM005910,ORD01987,PROD047,2,15654.38,5,31308.76,1565.44,29743.32,342.76
ITEM005911,ORD01987,PROD043,5,1815.99,0,9079.95,0.0,9079.95,33.94
ITEM005912,ORD01987,PROD007,5,2998.37,10,14991.85,1499.18,13492.66,348.84
ITEM005913,ORD01988,PROD021,5,30631.46,15,153157.3,22973.6,130183.7,98.67
ITEM005914,ORD01988,PROD016,3,9251.89,15,27755.67,4163.35,23592.32,66.81
ITEM005915,ORD01989,PROD007,5,2998.37,20,14991.85,2998.37,11993.48,239.36
ITEM005916,ORD01989,PROD010,1,35432.82,0,35432.82,0.0,35432.82,317.71
ITEM005917,ORD01989,PROD043,2,1815.99,0,3631.98,0.0,3631.98,186.66
ITEM005918,ORD01990,PROD017,1,15281.69,0,15281.69,0.0,15281.69,445.87
ITEM005919,ORD01990,PROD007,3,2998.37,20,8995.11,1799.02,7196.09,485.68
ITEM005920,ORD01990,PROD032,2,8609.15,10,17218.3,1721.83,15496.47,382.56
ITEM005921,ORD01990,PROD028,1,25760.3,20,25760.3,5152.06,20608.24,220.92
ITEM005922,ORD01990,PROD008,3,43322.19,5,129966.57,6498.33,123468.24,467.77
ITEM005923,ORD01991,PROD005,4,7885.33,20,31541.32,6308.26,25233.06,170.33
ITEM005924,ORD01991,PROD009,1,30095.64,0,30095.64,0.0,30095.64,30.87
ITEM005925,ORD01991,PROD008,1,43322.19,5,43322.19,2166.11,41156.08,363.52
ITEM005926,ORD01991,PROD025,2,22857.89,0,45715.78,0.0,45715.78,87.6
ITEM005927,ORD01992,PROD038,4,4973.84,15,19895.36,2984.3,16911.06,455.67
ITEM005928,ORD01992,PROD025,2,22857.89,5,45715.78,2285.79,43429.99,287.73
ITEM005929,ORD01992,PROD022,2,7060.74,15,14121.48,2118.22,12003.26,267.32
ITEM005930,ORD01992,PROD024,1,18381.46,10,18381.46,1838.15,16543.31,143.2
ITEM005931,ORD01993,PROD026,5,39280.28,0,196401.4,0.0,196401.4,382.48
ITEM005932,ORD01993,PROD011,3,1127.17,20,3381.51,676.3,2705.21,332.28
ITEM005933,ORD01993,PROD012,3,48498.5,5,145495.5,7274.78,138220.72,270.85
ITEM005934,ORD01994,PROD050,5,9324.24,10,46621.2,4662.12,41959.08,33.48
ITEM005935,ORD01994,PROD042,3,24809.33,5,74427.99,3721.4,70706.59,276.61
ITEM005936,ORD01994,PROD001,1,18789.55,15,18789.55,2818.43,15971.12,285.4
ITEM005937,ORD01994,PROD022,4,7060.74,5,28242.96,1412.15,26830.81,185.74
ITEM005938,ORD01994,PROD047,4,15654.38,15,62617.52,9392.63,53224.89,114.19
ITEM005939,ORD01995,PROD045,5,13013.12,15,65065.6,9759.84,55305.76,116.96
ITEM005940,ORD01996,PROD008,5,43322.19,0,216610.95,0.0,216610.95,460.69
ITEM005941,ORD01996,PROD004,3,29973.06,15,89919.18,13487.88,76431.3,455.43
ITEM005942,ORD01996,PROD024,5,18381.46,20,91907.3,18381.46,73525.84,381.43
ITEM005943,ORD01997,PROD024,3,18381.46,10,55144.38,5514.44,49629.94,72.81
ITEM005944,ORD01998,PROD038,3,4973.84,5,14921.52,746.08,14175.44,322.67
ITEM005945,ORD01998,PROD023,3,14678.02,5,44034.06,2201.7,41832.36,324.65
ITEM005946,ORD01998,PROD046,2,33159.86,5,66319.72,3315.99,63003.73,75.13
ITEM005947,ORD01999,PROD009,3,30095.64,5,90286.92,4514.35,85772.57,154.31
ITEM005948,ORD01999,PROD036,5,40439.03,15,202195.15,30329.27,171865.88,465.31
ITEM005949,ORD02000,PROD037,1,15300.23,5,15300.23,765.01,14535.22,40.57
ITEM005950,ORD02000,PROD035,2,48285.04,20,96570.08,19314.02,77256.06,65.75
ITEM005951,ORD02001,PROD012,1,48498.5,5,48498.5,2424.93,46073.58,367.93
ITEM005952,ORD02001,PROD025,2,22857.89,0,45715.78,0.0,45715.78,176.81
ITEM005953,ORD02001,PROD021,3,30631.46,15,91894.38,13784.16,78110.22,272.38
ITEM005954,ORD02001,PROD050,1,9324.24,5,9324.24,466.21,8858.03,80.14
ITEM005955,ORD02002,PROD049,3,27380.84,5,82142.52,4107.13,78035.39,58.46
ITEM005956,ORD02002,PROD025,1,22857.89,5,22857.89,1142.89,21715.0,161.89
ITEM005957,ORD02002,PROD009,1,30095.64,5,30095.64,1504.78,28590.86,37.36
ITEM005958,ORD02003,PROD008,2,43322.19,0,86644.38,0.0,86644.38,162.39
ITEM005959,ORD02004,PROD020,3,14632.33,5,43896.99,2194.85,41702.14,248.54
ITEM005960,ORD02004,PROD012,4,48498.5,20,193994.0,38798.8,155195.2,348.61
ITEM005961,ORD02004,PROD006,1,7884.13,10,7884.13,788.41,7095.72,187.83
ITEM005962,ORD02005,PROD009,2,30095.64,15,60191.28,9028.69,51162.59,54.94
ITEM005963,ORD02005,PROD048,3,26051.39,20,78154.17,15630.83,62523.34,249.2
ITEM005964,ORD02005,PROD031,5,30416.49,15,152082.45,22812.37,129270.08,317.91
ITEM005965,ORD02005,PROD002,5,47540.64,15,237703.2,35655.48,202047.72,357.04
ITEM005966,ORD02005,PROD043,3,1815.99,15,5447.97,817.2,4630.77,345.77
ITEM005967,ORD02006,PROD042,1,24809.33,5,24809.33,1240.47,23568.86,193.4
ITEM005968,ORD02006,PROD050,4,9324.24,15,37296.96,5594.54,31702.42,399.54
ITEM005969,ORD02006,PROD020,5,14632.33,20,73161.65,14632.33,58529.32,208.75
ITEM005970,ORD02006,PROD005,2,7885.33,15,15770.66,2365.6,13405.06,362.08
ITEM005971,ORD02007,PROD014,4,10695.72,20,42782.88,8556.58,34226.3,42.36
ITEM005972,ORD02007,PROD037,1,15300.23,15,15300.23,2295.03,13005.2,83.2
ITEM005973,ORD02008,PROD040,3,22063.61,15,66190.83,9928.62,56262.21,177.66
ITEM005974,ORD02009,PROD041,1,6189.71,0,6189.71,0.0,6189.71,61.04
ITEM005975,ORD02009,PROD012,4,48498.5,0,193994.0,0.0,193994.0,374.14
ITEM005976,ORD02009,PROD009,2,30095.64,5,60191.28,3009.56,57181.72,479.42
ITEM005977,ORD02010,PROD037,2,15300.23,5,30600.46,1530.02,29070.44,128.81
ITEM005978,ORD02010,PROD047,5,15654.38,0,78271.9,0.0,78271.9,409.85
ITEM005979,ORD02010,PROD015,2,9173.07,5,18346.14,917.31,17428.83,82.5
ITEM005980,ORD02011,PROD028,4,25760.3,20,103041.2,20608.24,82432.96,443.46
ITEM005981,ORD02012,PROD020,4,14632.33,0,58529.32,0.0,58529.32,259.24
ITEM005982,ORD02012,PROD044,1,45475.09,20,45475.09,9095.02,36380.07,498.13
ITEM005983,ORD02012,PROD027,5,10063.72,10,50318.6,5031.86,45286.74,451.83
ITEM005984,ORD02012,PROD038,1,4973.84,0,4973.84,0.0,4973.84,203.93
ITEM005985,ORD02013,PROD030,2,2417.88,15,4835.76,725.36,4110.4,85.19
ITEM005986,ORD02013,PROD009,3,30095.64,20,90286.92,18057.38,72229.54,218.31
ITEM005987,ORD02013,PROD016,2,9251.89,15,18503.78,2775.57,15728.21,171.67
ITEM005988,ORD02013,PROD038,2,4973.84,15,9947.68,1492.15,8455.53,438.94
ITEM005989,ORD02013,PROD004,3,29973.06,10,89919.18,8991.92,80927.26,404.59
ITEM005990,ORD02014,PROD047,5,15654.38,5,78271.9,3913.6,74358.3,239.61
ITEM005991,ORD02014,PROD019,3,21654.06,15,64962.18,9744.33,55217.85,334.07
ITEM005992,ORD02014,PROD046,4,33159.86,10,132639.44,13263.94,119375.5,436.23
ITEM005993,ORD02014,PROD025,5,22857.89,0,114289.45,0.0,114289.45,197.78
ITEM005994,ORD02014,PROD048,4,26051.39,0,104205.56,0.0,104205.56,61.72
ITEM005995,ORD02015,PROD034,3,47449.39,0,142348.17,0.0,142348.17,58.41
ITEM005996,ORD02015,PROD017,4,15281.69,10,61126.76,6112.68,55014.08,393.72
ITEM005997,ORD02015,PROD041,5,6189.71,10,30948.55,3094.86,27853.7,109.89
ITEM005998,ORD02015,PROD020,3,14632.33,5,43896.99,2194.85,41702.14,237.53
ITEM005999,ORD02016,PROD026,4,39280.28,0,157121.12,0.0,157121.12,164.7
ITEM006000,ORD02016,PROD025,5,22857.89,15,114289.45,17143.42,97146.03,399.33
ITEM006001,ORD02017,PROD008,4,43322.19,0,173288.76,0.0,173288.76,277.26
ITEM006002,ORD02017,PROD035,4,48285.04,15,193140.16,28971.02,164169.14,332.97
ITEM006003,ORD02017,PROD034,3,47449.39,15,142348.17,21352.23,120995.94,247.92
ITEM006004,ORD02017,PROD005,5,7885.33,15,39426.65,5914.0,33512.65,235.93
ITEM006005,ORD02018,PROD048,4,26051.39,5,104205.56,5210.28,98995.28,355.06
ITEM006006,ORD02018,PROD019,2,21654.06,0,43308.12,0.0,43308.12,331.08
ITEM006007,ORD02018,PROD024,5,18381.46,0,91907.3,0.0,91907.3,179.29
ITEM006008,ORD02018,PROD045,4,13013.12,10,52052.48,5205.25,46847.23,431.83
ITEM006009,ORD02018,PROD009,1,30095.64,5,30095.64,1504.78,28590.86,401.84
ITEM006010,ORD02019,PROD041,3,6189.71,15,18569.13,2785.37,15783.76,310.67
ITEM006011,ORD02019,PROD050,1,9324.24,15,9324.24,1398.64,7925.6,312.53
ITEM006012,ORD02019,PROD023,1,14678.02,15,14678.02,2201.7,12476.32,449.92
ITEM006013,ORD02020,PROD020,3,14632.33,10,43896.99,4389.7,39507.29,485.29
ITEM006014,ORD02021,PROD002,1,47540.64,15,47540.64,7131.1,40409.54,122.04
ITEM006015,ORD02022,PROD007,2,2998.37,10,5996.74,599.67,5397.07,306.24
ITEM006016,ORD02022,PROD010,1,35432.82,5,35432.82,1771.64,33661.18,300.11
ITEM006017,ORD02022,PROD031,5,30416.49,10,152082.45,15208.24,136874.21,209.49
ITEM006018,ORD02023,PROD017,3,15281.69,10,45845.07,4584.51,41260.56,190.71
ITEM006019,ORD02023,PROD004,2,29973.06,10,59946.12,5994.61,53951.51,430.1
ITEM006020,ORD02024,PROD032,4,8609.15,10,34436.6,3443.66,30992.94,328.29
ITEM006021,ORD02025,PROD028,4,25760.3,10,103041.2,10304.12,92737.08,458.89
ITEM006022,ORD02025,PROD021,3,30631.46,5,91894.38,4594.72,87299.66,235.75
ITEM006023,ORD02025,PROD010,2,35432.82,20,70865.64,14173.13,56692.51,379.87
ITEM006024,ORD02026,PROD002,2,47540.64,0,95081.28,0.0,95081.28,159.34
ITEM006025,ORD02026,PROD012,1,48498.5,15,48498.5,7274.78,41223.72,167.51
ITEM006026,ORD02027,PROD026,3,39280.28,5,117840.84,5892.04,111948.8,365.61
ITEM006027,ORD02027,PROD003,1,36626.5,10,36626.5,3662.65,32963.85,271.37
ITEM006028,ORD02027,PROD030,4,2417.88,0,9671.52,0.0,9671.52,322.77
ITEM006029,ORD02027,PROD011,4,1127.17,5,4508.68,225.43,4283.25,236.39
ITEM006030,ORD02027,PROD025,3,22857.89,0,68573.67,0.0,68573.67,55.82
ITEM006031,ORD02028,PROD011,5,1127.17,10,5635.85,563.58,5072.27,213.17
ITEM006032,ORD02028,PROD008,5,43322.19,5,216610.95,10830.55,205780.4,400.93
ITEM006033,ORD02029,PROD024,1,18381.46,15,18381.46,2757.22,15624.24,372.3
ITEM006034,ORD02030,PROD026,5,39280.28,15,196401.4,29460.21,166941.19,457.89
ITEM006035,ORD02031,PROD044,3,45475.09,20,136425.27,27285.05,109140.22,274.32
ITEM006036,ORD02032,PROD043,2,1815.99,15,3631.98,544.8,3087.18,147.52
ITEM006037,ORD02032,PROD023,3,14678.02,0,44034.06,0.0,44034.06,78.64
ITEM006038,ORD02032,PROD009,1,30095.64,0,30095.64,0.0,30095.64,403.54
ITEM006039,ORD02033,PROD003,5,36626.5,15,183132.5,27469.88,155662.62,261.09
ITEM006040,ORD02033,PROD035,1,48285.04,10,48285.04,4828.5,43456.54,57.48
ITEM006041,ORD02034,PROD010,3,35432.82,0,106298.46,0.0,106298.46,357.37
ITEM006042,ORD02034,PROD016,4,9251.89,10,37007.56,3700.76,33306.8,88.57
ITEM006043,ORD02034,PROD012,4,48498.5,15,193994.0,29099.1,164894.9,307.41
ITEM006044,ORD02034,PROD007,2,2998.37,20,5996.74,1199.35,4797.39,221.64
ITEM006045,ORD02035,PROD034,2,47449.39,0,94898.78,0.0,94898.78,476.18
ITEM006046,ORD02035,PROD028,2,25760.3,10,51520.6,5152.06,46368.54,452.45
ITEM006047,ORD02035,PROD023,2,14678.02,0,29356.04,0.0,29356.04,262.77
ITEM006048,ORD02036,PROD019,2,21654.06,0,43308.12,0.0,43308.12,401.31
ITEM006049,ORD02037,PROD030,4,2417.88,5,9671.52,483.58,9187.94,108.01
ITEM006050,ORD02038,PROD030,5,2417.88,20,12089.4,2417.88,9671.52,120.46
ITEM006051,ORD02038,PROD017,4,15281.69,15,61126.76,9169.01,51957.75,468.23
ITEM006052,ORD02038,PROD040,2,22063.61,20,44127.22,8825.44,35301.78,371.98
ITEM006053,ORD02038,PROD039,1,34243.23,0,34243.23,0.0,34243.23,258.49
ITEM006054,ORD02038,PROD022,4,7060.74,15,28242.96,4236.44,24006.52,343.81
ITEM006055,ORD02039,PROD029,1,29661.49,0,29661.49,0.0,29661.49,78.8
ITEM006056,ORD02039,PROD014,2,10695.72,0,21391.44,0.0,21391.44,336.87
ITEM006057,ORD02039,PROD033,2,3346.07,20,6692.14,1338.43,5353.71,100.68
ITEM006058,ORD02039,PROD049,2,27380.84,20,54761.68,10952.34,43809.34,134.59
ITEM006059,ORD02039,PROD034,2,47449.39,5,94898.78,4744.94,90153.84,128.88
ITEM006060,ORD02040,PROD022,5,7060.74,0,35303.7,0.0,35303.7,216.84
ITEM006061,ORD02040,PROD003,2,36626.5,5,73253.0,3662.65,69590.35,154.05
ITEM006062,ORD02040,PROD018,5,26285.35,20,131426.75,26285.35,105141.4,217.59
ITEM006063,ORD02040,PROD019,3,21654.06,15,64962.18,9744.33,55217.85,46.28
ITEM006064,ORD02041,PROD046,2,33159.86,15,66319.72,9947.96,56371.76,79.27
ITEM006065,ORD02042,PROD021,2,30631.46,15,61262.92,9189.44,52073.48,305.2
ITEM006066,ORD02042,PROD041,2,6189.71,20,12379.42,2475.88,9903.54,298.28
ITEM006067,ORD02042,PROD020,1,14632.33,5,14632.33,731.62,13900.71,86.76
ITEM006068,ORD02043,PROD043,4,1815.99,20,7263.96,1452.79,5811.17,419.75
ITEM006069,ORD02043,PROD025,1,22857.89,10,22857.89,2285.79,20572.1,252.58
ITEM006070,ORD02043,PROD005,4,7885.33,0,31541.32,0.0,31541.32,53.71
ITEM006071,ORD02044,PROD028,3,25760.3,10,77280.9,7728.09,69552.81,68.8
ITEM006072,ORD02044,PROD043,1,1815.99,10,1815.99,181.6,1634.39,123.25
ITEM006073,ORD02044,PROD049,4,27380.84,0,109523.36,0.0,109523.36,108.47
ITEM006074,ORD02044,PROD042,4,24809.33,15,99237.32,14885.6,84351.72,464.58
ITEM006075,ORD02044,PROD024,1,18381.46,10,18381.46,1838.15,16543.31,34.99
ITEM006076,ORD02045,PROD027,2,10063.72,15,20127.44,3019.12,17108.32,414.24
ITEM006077,ORD02045,PROD050,3,9324.24,15,27972.72,4195.91,23776.81,343.75
ITEM006078,ORD02045,PROD011,3,1127.17,15,3381.51,507.23,2874.28,34.52
ITEM006079,ORD02046,PROD049,4,27380.84,10,109523.36,10952.34,98571.02,383.78
ITEM006080,ORD02046,PROD023,2,14678.02,5,29356.04,1467.8,27888.24,434.89
ITEM006081,ORD02046,PROD006,4,7884.13,15,31536.52,4730.48,26806.04,314.44
ITEM006082,ORD02046,PROD038,1,4973.84,0,4973.84,0.0,4973.84,412.69
ITEM006083,ORD02046,PROD003,5,36626.5,10,183132.5,18313.25,164819.25,83.61
ITEM006084,ORD02047,PROD039,4,34243.23,5,136972.92,6848.65,130124.27,404.36
ITEM006085,ORD02047,PROD046,5,33159.86,0,165799.3,0.0,165799.3,220.55
ITEM006086,ORD02047,PROD011,3,1127.17,5,3381.51,169.08,3212.43,388.5
ITEM006087,ORD02048,PROD039,3,34243.23,5,102729.69,5136.48,97593.21,286.75
ITEM006088,ORD02048,PROD010,1,35432.82,20,35432.82,7086.56,28346.26,238.25
ITEM006089,ORD02049,PROD025,3,22857.89,15,68573.67,10286.05,58287.62,106.04
ITEM006090,ORD02049,PROD006,3,7884.13,10,23652.39,2365.24,21287.15,425.11
ITEM006091,ORD02049,PROD032,5,8609.15,5,43045.75,2152.29,40893.46,234.92
ITEM006092,ORD02049,PROD026,1,39280.28,15,39280.28,5892.04,33388.24,305.09
ITEM006093,ORD02050,PROD016,3,9251.89,0,27755.67,0.0,27755.67,271.47
ITEM006094,ORD02050,PROD043,2,1815.99,15,3631.98,544.8,3087.18,270.28
ITEM006095,ORD02051,PROD041,2,6189.71,15,12379.42,1856.91,10522.51,224.88
ITEM006096,ORD02051,PROD008,4,43322.19,15,173288.76,25993.31,147295.45,332.89
ITEM006097,ORD02051,PROD023,1,14678.02,20,14678.02,2935.6,11742.42,473.94
ITEM006098,ORD02051,PROD037,4,15300.23,20,61200.92,12240.18,48960.74,203.53
ITEM006099,ORD02052,PROD016,1,9251.89,5,9251.89,462.59,8789.3,411.44
ITEM006100,ORD02052,PROD004,4,29973.06,10,119892.24,11989.22,107903.02,36.35
ITEM006101,ORD02052,PROD002,2,47540.64,15,95081.28,14262.19,80819.09,339.74
ITEM006102,ORD02053,PROD018,4,26285.35,0,105141.4,0.0,105141.4,320.83
ITEM006103,ORD02054,PROD003,3,36626.5,5,109879.5,5493.98,104385.52,350.64
ITEM006104,ORD02054,PROD016,2,9251.89,15,18503.78,2775.57,15728.21,165.68
ITEM006105,ORD02054,PROD015,2,9173.07,15,18346.14,2751.92,15594.22,419.08
ITEM006106,ORD02054,PROD029,2,29661.49,20,59322.98,11864.6,47458.38,112.45
ITEM006107,ORD02054,PROD006,2,7884.13,15,15768.26,2365.24,13403.02,495.0
ITEM006108,ORD02055,PROD040,2,22063.61,15,44127.22,6619.08,37508.14,416.92
ITEM006109,ORD02055,PROD018,2,26285.35,20,52570.7,10514.14,42056.56,145.8
ITEM006110,ORD02055,PROD037,2,15300.23,15,30600.46,4590.07,26010.39,373.55
ITEM006111,ORD02055,PROD021,5,30631.46,5,153157.3,7657.86,145499.44,96.42
ITEM006112,ORD02055,PROD017,3,15281.69,0,45845.07,0.0,45845.07,349.15
ITEM006113,ORD02056,PROD033,5,3346.07,10,16730.35,1673.04,15057.32,317.51
ITEM006114,ORD02056,PROD006,1,7884.13,15,7884.13,1182.62,6701.51,462.48
ITEM006115,ORD02057,PROD002,5,47540.64,20,237703.2,47540.64,190162.56,370.2
ITEM006116,ORD02057,PROD038,3,4973.84,0,14921.52,0.0,14921.52,323.74
ITEM006117,ORD02057,PROD033,2,3346.07,15,6692.14,1003.82,5688.32,369.89
ITEM006118,ORD02057,PROD049,4,27380.84,5,109523.36,5476.17,104047.19,497.78
ITEM006119,ORD02057,PROD039,3,34243.23,10,102729.69,10272.97,92456.72,419.66
ITEM006120,ORD02058,PROD031,5,30416.49,10,152082.45,15208.24,136874.21,93.96
ITEM006121,ORD02058,PROD024,4,18381.46,5,73525.84,3676.29,69849.55,404.71
ITEM006122,ORD02059,PROD012,3,48498.5,5,145495.5,7274.78,138220.72,98.62
ITEM006123,ORD02059,PROD010,1,35432.82,0,35432.82,0.0,35432.82,214.41
ITEM006124,ORD02059,PROD007,5,2998.37,5,14991.85,749.59,14242.26,395.34
ITEM006125,ORD02059,PROD021,2,30631.46,20,61262.92,12252.58,49010.34,468.2
ITEM006126,ORD02060,PROD017,4,15281.69,10,61126.76,6112.68,55014.08,412.96
ITEM006127,ORD02060,PROD024,1,18381.46,15,18381.46,2757.22,15624.24,31.98
ITEM006128,ORD02060,PROD007,4,2998.37,5,11993.48,599.67,11393.81,394.21
ITEM006129,ORD02060,PROD006,3,7884.13,20,23652.39,4730.48,18921.91,398.14
ITEM006130,ORD02061,PROD015,2,9173.07,20,18346.14,3669.23,14676.91,229.86
ITEM006131,ORD02062,PROD048,3,26051.39,15,78154.17,11723.13,66431.04,182.14
ITEM006132,ORD02063,PROD042,4,24809.33,15,99237.32,14885.6,84351.72,379.62
ITEM006133,ORD02063,PROD037,4,15300.23,0,61200.92,0.0,61200.92,488.8
ITEM006134,ORD02064,PROD033,1,3346.07,5,3346.07,167.3,3178.77,458.91
ITEM006135,ORD02065,PROD043,4,1815.99,5,7263.96,363.2,6900.76,120.86
ITEM006136,ORD02065,PROD001,5,18789.55,0,93947.75,0.0,93947.75,303.99
ITEM006137,ORD02066,PROD035,3,48285.04,15,144855.12,21728.27,123126.85,184.92
ITEM006138,ORD02067,PROD004,2,29973.06,15,59946.12,8991.92,50954.2,302.74
ITEM006139,ORD02067,PROD050,5,9324.24,10,46621.2,4662.12,41959.08,498.54
ITEM006140,ORD02067,PROD027,1,10063.72,15,10063.72,1509.56,8554.16,245.32
ITEM006141,ORD02068,PROD042,5,24809.33,20,124046.65,24809.33,99237.32,65.36
ITEM006142,ORD02068,PROD024,5,18381.46,15,91907.3,13786.09,78121.2,499.15
ITEM006143,ORD02068,PROD023,4,14678.02,20,58712.08,11742.42,46969.66,238.13
ITEM006144,ORD02068,PROD040,1,22063.61,5,22063.61,1103.18,20960.43,94.82
ITEM006145,ORD02069,PROD018,5,26285.35,10,131426.75,13142.68,118284.08,352.55
ITEM006146,ORD02069,PROD020,3,14632.33,5,43896.99,2194.85,41702.14,241.65
ITEM006147,ORD02069,PROD037,1,15300.23,10,15300.23,1530.02,13770.21,122.64
ITEM006148,ORD02069,PROD046,3,33159.86,5,99479.58,4973.98,94505.6,169.48
ITEM006149,ORD02070,PROD027,2,10063.72,15,20127.44,3019.12,17108.32,122.84
ITEM006150,ORD02071,PROD030,3,2417.88,5,7253.64,362.68,6890.96,115.12
ITEM006151,ORD02071,PROD031,1,30416.49,5,30416.49,1520.82,28895.67,349.47
ITEM006152,ORD02071,PROD049,2,27380.84,0,54761.68,0.0,54761.68,410.74
ITEM006153,ORD02071,PROD018,5,26285.35,15,131426.75,19714.01,111712.74,120.15
ITEM006154,ORD02072,PROD006,1,7884.13,5,7884.13,394.21,7489.92,150.97
ITEM006155,ORD02072,PROD043,2,1815.99,0,3631.98,0.0,3631.98,243.24
ITEM006156,ORD02072,PROD047,1,15654.38,0,15654.38,0.0,15654.38,340.97
ITEM006157,ORD02072,PROD044,5,45475.09,10,227375.45,22737.54,204637.9,284.01
ITEM006158,ORD02072,PROD037,5,15300.23,10,76501.15,7650.12,68851.03,36.93
ITEM006159,ORD02073,PROD016,4,9251.89,0,37007.56,0.0,37007.56,41.47
ITEM006160,ORD02073,PROD011,3,1127.17,5,3381.51,169.08,3212.43,375.94
ITEM006161,ORD02074,PROD006,4,7884.13,5,31536.52,1576.83,29959.69,492.81
ITEM006162,ORD02074,PROD014,3,10695.72,5,32087.16,1604.36,30482.8,60.76
ITEM006163,ORD02074,PROD021,4,30631.46,0,122525.84,0.0,122525.84,314.56
ITEM006164,ORD02075,PROD025,2,22857.89,5,45715.78,2285.79,43429.99,387.06
ITEM006165,ORD02076,PROD029,3,29661.49,10,88984.47,8898.45,80086.02,436.72
ITEM006166,ORD02076,PROD041,2,6189.71,5,12379.42,618.97,11760.45,470.29
ITEM006167,ORD02076,PROD006,5,7884.13,5,39420.65,1971.03,37449.62,182.11
ITEM006168,ORD02077,PROD032,4,8609.15,20,34436.6,6887.32,27549.28,298.58
ITEM006169,ORD02078,PROD045,2,13013.12,0,26026.24,0.0,26026.24,217.09
ITEM006170,ORD02078,PROD044,5,45475.09,5,227375.45,11368.77,216006.68,297.72
ITEM006171,ORD02079,PROD047,1,15654.38,5,15654.38,782.72,14871.66,466.75
ITEM006172,ORD02079,PROD017,3,15281.69,10,45845.07,4584.51,41260.56,246.6
ITEM006173,ORD02079,PROD022,5,7060.74,15,35303.7,5295.56,30008.14,299.26
ITEM006174,ORD02079,PROD050,1,9324.24,20,9324.24,1864.85,7459.39,341.99
ITEM006175,ORD02079,PROD036,5,40439.03,0,202195.15,0.0,202195.15,230.79
ITEM006176,ORD02080,PROD024,5,18381.46,20,91907.3,18381.46,73525.84,121.87
ITEM006177,ORD02080,PROD019,3,21654.06,10,64962.18,6496.22,58465.96,146.94
ITEM006178,ORD02081,PROD022,5,7060.74,15,35303.7,5295.56,30008.14,82.16
ITEM006179,ORD02081,PROD007,2,2998.37,15,5996.74,899.51,5097.23,248.99
ITEM006180,ORD02081,PROD013,3,41638.89,15,124916.67,18737.5,106179.17,68.42
ITEM006181,ORD02081,PROD014,1,10695.72,15,10695.72,1604.36,9091.36,418.24
ITEM006182,ORD02082,PROD018,4,26285.35,0,105141.4,0.0,105141.4,257.53
ITEM006183,ORD02082,PROD016,2,9251.89,15,18503.78,2775.57,15728.21,250.72
ITEM006184,ORD02082,PROD015,2,9173.07,15,18346.14,2751.92,15594.22,359.37
ITEM006185,ORD02083,PROD001,3,18789.55,5,56368.65,2818.43,53550.22,408.16
ITEM006186,ORD02083,PROD027,2,10063.72,0,20127.44,0.0,20127.44,243.11
ITEM006187,ORD02083,PROD039,5,34243.23,20,171216.15,34243.23,136972.92,172.21
